Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Athar A., Butt W.H., Anwar M.W., Latif M., Azam F.","57188991110;26665905200;56677318200;57109940500;9639414800;","Exploring the ensemble of classifiers for sentimental analysis - A systematic literature review",2017,"ACM International Conference Proceeding Series","Part F128357",,,"410","414",,1,"10.1145/3055635.3056601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025149396&doi=10.1145%2f3055635.3056601&partnerID=40&md5=a744141dcef386ada07ff553167293a0","Department of Computer Engineering, College of E and ME, National University of Sciences and Technology (NUST), Islamabad, H-12, Pakistan","Athar, A., Department of Computer Engineering, College of E and ME, National University of Sciences and Technology (NUST), Islamabad, H-12, Pakistan; Butt, W.H., Department of Computer Engineering, College of E and ME, National University of Sciences and Technology (NUST), Islamabad, H-12, Pakistan; Anwar, M.W., Department of Computer Engineering, College of E and ME, National University of Sciences and Technology (NUST), Islamabad, H-12, Pakistan; Latif, M., Department of Computer Engineering, College of E and ME, National University of Sciences and Technology (NUST), Islamabad, H-12, Pakistan; Azam, F., Department of Computer Engineering, College of E and ME, National University of Sciences and Technology (NUST), Islamabad, H-12, Pakistan","Text classification is a well-known machine learning approach to simplify the domain-specific investigation. Therefore, it is commonly utilized in the field of sentimental analysis to achieve the particular business goals. Different ensemble approaches are frequently introduced to unify the desired classifiers for the improvement of sentimental classification. However, to the best of our knowledge, no study is available yet that investigate and summarize the leading ensemble approaches, classifiers, features, tools and datasets altogether in the domain of sentimental analysis. Therefore, in this paper, a Systematic Literature Review (SLR) is performed to identify 31 studies published during 2008-2016. Subsequently, 14 modern ensemble techniques, 26 leading classifiers, 15 benchmark datasets, 19 prominent features and 8 tools are presented in the context of sentimental analysis. This investigation certainly benefits the scholars and industrial experts of the domain while deciding the right choices according to the given requirements. © 2017 ACM.","Classifiers ensemble; Sentimental analysis; Sentimental datasets; Sentimental features","Artificial intelligence; Education; Learning systems; Text processing; Classifiers ensemble; Ensemble of classifiers; Machine learning approaches; Sentimental analysis; Sentimental datasets; Sentimental features; Systematic literature review; Systematic literature review (SLR); Classification (of information)",,,"Association for Computing Machinery",,9781450348171,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-85025149396
"Barn B., Barat S., Clark T.","6506944724;22633698400;55431223700;","Conducting systematic literature reviews and systematic mapping studies",2017,"ACM International Conference Proceeding Series",,,,"212","213",,6,"10.1145/3021460.3021489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054160759&doi=10.1145%2f3021460.3021489&partnerID=40&md5=ba878a25d13e3067bc05559f79afd043","Middlesex University, United Kingdom; Tata Consultancy Services Research, India; Sheffield Hallam University, United Kingdom","Barn, B., Middlesex University, United Kingdom; Barat, S., Tata Consultancy Services Research, India; Clark, T., Sheffield Hallam University, United Kingdom","Context: An essential part of conducting software engineering (SE) research is the ability to identify extant research on tools, technologies, concepts and methods in order to evaluate and make rational and scientific decisions. The domain from which such knowledge is extracted is typically existing research literature found in journals, conference proceedings, books and gray literature. Empirical approaches that include various systematic review (SR) methodologies such as systematic literature review (SLR) and systematic mapping study (SMS) are found to be effective in this context. They adopt rigorous planning, follow repeatable and well-defined processes, and produce unbiased and evidence-based outcomes. Despite these significant benefits, the general trend on using these systematic review (SR) methodologies is not encouraging in SE research. The primary reasons emerging are twofold - a) SR methodologies are largely cited as time-consuming activities and b) lack of guidance to conduct systematic reviews. This tutorial discusses these concerns and describes an effective way of using SR methodologies for SE research. Objectives: Attendees will be introduced to the key concepts, methods and processes for conducting systematic literature reviews (SLR) and systematic mapping studies (SMS). The benefits, limitations, guidelines for using SR methodologies in an effective manner will discussed in the session. Attendees will be guided on the appropriate formulation of a research question and sub questions; the development of a review protocol such as inclusion criteria, exclusion criteria, quality criteria and classification structures; and execution of review protocol using digital libraries and syntheses of review data. A web based software tool1, for supporting the systematic literature review process will be demonstrated and attendees will get the opportunity to use the tool to conduct the review to help in identification of relevant research and extraction and synthesis of data. Method: We will use a blend of information presentation, interactive hands-on session and knowledge sharing session. The presentation will introduce the key concepts, benefits, limitations and how to overcome the limitations; hands on session will illustrate a review process with a case study, and finally the knowledge sharing session will discuss the experiences, best practices and the lesson learnt. © 2017 ACM.","Literature review; Meta modeling; Model based literature review; Systematic literature review; Systematic mapping study","Digital libraries; Knowledge management; Mapping; Classification structure; Information presentation; Literature reviews; Meta model; Scientific decisions; Systematic literature review; Systematic literature review (SLR); Systematic mapping studies; Software engineering",,,"Association for Computing Machinery",,9781450348560,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-85054160759
"Pflüger D., Mehl M., Valentin J., Lindner F., Pfander D., Wagner S., Graziotin D., Wang Y.","23091250100;14021379400;57188720806;56462413700;57188722136;55286051900;55872109600;57188929004;","The scalability-efficiency/maintainability-portability trade-off in simulation software engineering: Examples and a preliminary systematic literature review",2017,"Proceedings of SE-HPCCSE 2016: 4th International Workshop on Software Engineering or High Performance Computing in Computational Science and Engineering - Held in conjunction with SC 2016: The International Conference for High Performance Computing, Networking, Storage and Analysis",,, 7839468,"26","34",,7,"10.1109/SE-HPCCSE.2016.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015376148&doi=10.1109%2fSE-HPCCSE.2016.8&partnerID=40&md5=d2edef5177d3ba9f342cd94510748bb8","Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Institute of Software Technology, University of Stuttgart, Germany","Pflüger, D., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Mehl, M., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Valentin, J., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Lindner, F., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Pfander, D., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Wagner, S., Institute of Software Technology, University of Stuttgart, Germany; Graziotin, D., Institute of Software Technology, University of Stuttgart, Germany; Wang, Y., Institute of Software Technology, University of Stuttgart, Germany","Large-scale simulations play a central role in science and the industry. Several challenges occur when building simulation software, because simulations require complex software developed in a dynamic construction process. That is why simulation software engineering (SSE) is emerging lately as a research focus. The dichotomous trade-off between scalability and efficiency (SE) on the one hand and maintainability and portability (MP) on the other hand is one of the core challenges. We report on the SE/MP trade-off in the context of an ongoing systematic literature review (SLR). After characterizing the issue of the SE/MP trade-off using two examples from our own research, we (1) review the 33 identified articles that assess the trade-off, (2) summarize the proposed solutions for the tradeoff, and (3) discuss the findings for SSE and future work. Overall, we see evidence for the SE/MP trade-off and first solution approaches. However, a strong empirical foundation has yet to be established; general quantitative metrics and methods supporting software developers in addressing the trade-off have to be developed. We foresee considerable future work in SSE across scientific communities. © 2016 IEEE.",,"Computer software; Construction; Efficiency; Engineering research; Scalability; Software engineering; Building simulation; Dynamic construction; Empirical foundations; Large scale simulations; Quantitative metrics; Scientific community; Systematic literature review; Systematic literature review (SLR); Economic and social effects",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509052240,,,"English","Proc. SE-HPCCSE: Int. Workshop Softw. Eng. High Perform. Comput. Comput. Sci. Eng. - Held conjunction SC: Int. Conf. High Perform. Comput., Netw., Storage Anal.",Conference Paper,"Final",,Scopus,2-s2.0-85015376148
"Magues D.A., Castro J.W., Acuna S.T.","57191254086;25721592400;6602208682;","Usability in agile development: A systematic mapping study",2017,"Proceedings of the 2016 42nd Latin American Computing Conference, CLEI 2016",,, 7833347,"","",,3,"10.1109/CLEI.2016.7833347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013870278&doi=10.1109%2fCLEI.2016.7833347&partnerID=40&md5=d1770655a1815f542aa660d08597a34c","Escuela Politécnica Superior, Universidad Autónoma de Madrid, Madrid, Spain; Departamento de Ingeniería Informática y Ciencias de la Computación, Universidad de Atacama, Copiapó, Chile","Magues, D.A., Escuela Politécnica Superior, Universidad Autónoma de Madrid, Madrid, Spain; Castro, J.W., Departamento de Ingeniería Informática y Ciencias de la Computación, Universidad de Atacama, Copiapó, Chile; Acuna, S.T., Escuela Politécnica Superior, Universidad Autónoma de Madrid, Madrid, Spain","Background: Interest in the integration of the agile software development process (ASDP) and user-centred design (UCD) has grown over the last decade. However, there are not many papers that study this issue holistically and uncover the current state of this integration. Aim: This study sets out to answer the following research question: What is the current state of integration between agile processes and usability? Method: We conduct a systematic mapping study (SMS). A SMS is a form of systematic literature review that aims to identify and classify the research papers published about a specified issue. Results: We retrieved a total of 161 primary studies, which we categorized according to four criteria: process, practice, team and technology integration. The largest group refers to process integration with a total of 76 primary studies. Judging by the increase in the number of publications over the last decade, the integration of human-computer interaction (HCI) activities and techniques into the ASDP is an issue of notable interest. Conclusions: There are very few papers that study the literature holistically and report the current state of usability in the ASDP. Additionally, there are no formalized proposals for adopting usability techniques in ASDP. © 2016 IEEE.","Agile software development; systematic mapping study; usability; user-centred design","Data visualization; Human computer interaction; Mapping; Software engineering; Usability engineering; User centered design; Agile software development; Agile software development process; Human computer interaction (HCI); Systematic literature review; Systematic mapping studies; Technology Integration; usability; Usability techniques; Software design",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509016334,,,"English","Proc. Lat. Am. Comput. Conf., CLEI",Conference Paper,"Final",,Scopus,2-s2.0-85013870278
"Napoleão B.M., Felizardo K.R., De Souza É.F., Vijaykumar N.L.","57195679491;35248128000;56194341700;6602212981;","Practical similarities and differences between Systematic Literature Reviews and Systematic Mappings: A tertiary study",2017,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",,,,"85","90",,8,"10.18293/SEKE2017-069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029517219&doi=10.18293%2fSEKE2017-069&partnerID=40&md5=978da6a8d0a2ecd8a5dde62b6959ddd3","Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Lab. of Comp. and Applied Math., Nat. Inst. for Space Research, São José dos Campos, SP, Brazil","Napoleão, B.M., Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Felizardo, K.R., Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; De Souza, É.F., Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Vijaykumar, N.L., Lab. of Comp. and Applied Math., Nat. Inst. for Space Research, São José dos Campos, SP, Brazil","Background: Several researchers have reported their experiences in applying secondary studies in Software Engineering (SE), however, there is a lack of studies discussing the distinction between Systematic Mappings (SMs) and Systematic Literature Reviews (SLRs). Aims: The objective of this paper is to present the results of a tertiary study conducted to collect and evaluate evidence to better understand similarities and differences between SLRs and SMs related to four aspects: Research question, search string, search strategy and quality assessment. Method: We identified 170 secondary studies that were reviewed to answer a set of Research Questions (RQ) related to the practical conduction of secondary studies in SE. Results: Results show that both SLRs and SMs have generic RQs, broad search strings, and adopt automatic search as search strategy. However, quality assessment has been more widely adopted in SLRs. Conclusions: In practice, only the quality assessment is conducted differently in SLRs and SMs.","Secondary studies; Systematic literature review; Systematic mapping","Knowledge engineering; Mapping; Automatic searches; Quality assessment; Research questions; Search strategies; Secondary studies; Systematic literature review; Systematic mapping; Tertiary study; Software engineering",,,"Knowledge Systems Institute Graduate School",23259000,1891706411,,,"English","Proc. Int. Conf. Softw. Eng. Knowl. Eng., SEKE",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85029517219
"Garcés L., Felizardo K.R., Oliveira L.B.R., Nakagawa E.Y.","57132493200;35248128000;51663947300;7007008701;","An experience report on update of systematic literature reviews",2017,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",,,,"91","96",,5,"10.18293/SEKE2017-078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029531031&doi=10.18293%2fSEKE2017-078&partnerID=40&md5=6f7eec22e91f05cc1c08875cd3dcc20b","Dept. of Computer Systems, University of São Paulo, São Carlos, SP, Brazil; Department of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Federal Inst. of Sao Paulo, São Carlos, SP, Brazil","Garcés, L., Dept. of Computer Systems, University of São Paulo, São Carlos, SP, Brazil; Felizardo, K.R., Department of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Oliveira, L.B.R., Federal Inst. of Sao Paulo, São Carlos, SP, Brazil; Nakagawa, E.Y., Dept. of Computer Systems, University of São Paulo, São Carlos, SP, Brazil","Context: In order to preserve the value of Systematic Literature Reviews (SLRs), they should be frequently updated including new studies produced after the conduction of the reviews. However, most of SLRs are outdated and there is a lack of works that support the conduction of SLRs updates. Objective: The main goal of this paper is to report our experience in updating two of our SLRs. Method: To update these two SLRs, we used automated techniques based on VTM (Visual Text Mining) to guarantee the presence of relevant studies. Results: From our experience, some factors to satisfactorily update SLRs were identified: (i) to adopt software tools to support the updating process; (ii) to provide as much as possible information of previous SLR; (iii) to involve researchers from previous SLR; and (iv) to reuse protocol from preliminar SLR. Conclusions: Reported lessons learned can be used as a basis of knowledge to guide researchers when updating their SLRs.","Systematic literature review; Update; VTM","Computer software reusability; Data mining; Knowledge engineering; Automated techniques; Experience report; New study; Systematic literature review; Text mining; Update; Software engineering",,,"Knowledge Systems Institute Graduate School",23259000,1891706411,,,"English","Proc. Int. Conf. Softw. Eng. Knowl. Eng., SEKE",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85029531031
"Krcál M.","56580199300;","How (not) to conduct team content analysis: Experience from systematic literature review",2017,"Proceedings of the European Conference on Research Methods in Business and Management Studies","2017-June",,,"194","202",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054023021&partnerID=40&md5=96df23850d5b6498fdb3d8e33762754d","Masaryk University, Faculty of Economics and Administration, Czech Republic","Krcál, M., Masaryk University, Faculty of Economics and Administration, Czech Republic","Growing attention of academicians across disciplines for a systematic literature review (SLR) creates demand for more knowledge in this area. Although the volume of methodological articles and books focusing on the SLR is growing, certain aspects of this methodological approach seem to be neglected. Firstly, literature focused on the SLR concentrates mainly on conducting the review by one person and is not giving details or guidelines on how to cooperate in teams. Secondly, despite a decent number of the SLR articles in scientific journals, information about the analytical and synthesis part of the SLR lacks details. Therefore, the purpose of this article is to describe in detail the procedures and the tools used during one SLR conducted by a team of five researchers. Moreover, as the team content analysis was used for the analytical part of the literature review detail description of the activities and the used tools during the content analysis is presented. This article is framed as a descriptive single case study that is based on project documents, communication, meetings minutes and observations conducted by me in the role of the SLR team leader. The described SLR is the first phase of a three year research project that focuses on the ways of using feedback from customers as knowledge for new product or service development and innovations. Besides the detailed description of the whole process, this article also discusses some factors that were influencing the quality, effectiveness and efficiency of the team management. The following factors were identified as crucial for the team management: software tools, knowledge of software tools, experience with the content analysis, activities of team members in other research projects and teaching, and nature of externally funded grant project. © 2017 Academic Conferences Limited. All Rights Reserved.","Content analysis; Guidelines; Qualitative data analysis; Systematic literature review; Team research",,"Krcál, M.; Masaryk University, Faculty of Economics and AdministrationCzech Republic; email: michal.krcal@mail.muni.cz","Lawlor K.Buckley A.P.","Academic Conferences Limited",20490968,9781911218401,,,"English","Proc. Eur. Conf. Res. Meth. Bus. Manag. Stud.",Conference Paper,"Final",,Scopus,2-s2.0-85054023021
"Sánchez N.N., Bollati V., Garzás J.","57190802533;35112833200;18037266800;","Ontology for agile knowledge: A systematic literature review",2017,"CIbSE 2017 - XX Ibero-American Conference on Software Engineering",,,,"113","126",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026662589&partnerID=40&md5=2f81ca20840e3989629c85aa7a75c7f7","Rey Juan Carlos University, Tulipán s/n, Móstoles - Madrid, Spain; CONICET - National Technological University, French 414 Resistencia, Chaco, Argentina","Sánchez, N.N., Rey Juan Carlos University, Tulipán s/n, Móstoles - Madrid, Spain; Bollati, V., CONICET - National Technological University, French 414 Resistencia, Chaco, Argentina; Garzás, J., Rey Juan Carlos University, Tulipán s/n, Móstoles - Madrid, Spain","In order to be more productive, the team must understand how to work in an agile organization. In 2001 it was decided to make a manifesto (called Agile Manifesto) in which proposed four values and twelve principles. In this regard, software engineering has advanced greatly in recent years, but it still suffers from the lack of relationship between the elements forming agility. This research has focused on agile knowledge. Our purpose involves examining the state of agility, its elements and the relationship between them. In this paper we describe a Systematic Literature Review (SLR) that is conducted followed the methodology proposed by Kitchenham and Charters and Biolchini. The aim of this SLR was to identify studies which describe the ontology for Agile knowledge and relations between them generally not applied to a specific project.","Agile; Extreme programming; Methodology; Ontology; Scrum; State of the art; Systematic literature review","Ontology; Professional aspects; Agile; EXtreme Programming; Methodology; Scrum; State of the art; Systematic literature review; Software engineering",,,"Ibero-American Conference on Software Engineering",,9789873806988,,,"English","CIbSE - Ibero-Am. Conf. Softw. Eng.",Conference Paper,"Final",,Scopus,2-s2.0-85026662589
"Khan A.A., Keung J., Niazi M., Hussain S., Zhang H.","26434399300;6603066702;14045585000;57211897979;55685593500;","Systematic literature reviews of software process improvement: A tertiary study",2017,"Communications in Computer and Information Science","748",,,"177","190",,6,"10.1007/978-3-319-64218-5_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030625832&doi=10.1007%2f978-3-319-64218-5_14&partnerID=40&md5=e7b37503d854c0a8a2e246f29ebb1963","Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; Information and Computer Science Department, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; Software Institute, Nanjing University, Nanjing, China","Khan, A.A., Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; Keung, J., Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; Niazi, M., Information and Computer Science Department, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; Hussain, S., Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; Zhang, H., Software Institute, Nanjing University, Nanjing, China","Systematic Literature Review (SLR) is becoming a vital part of present day research in software process improvement (SPI). Nevertheless, there is no available study that provides detail review of the published software process improvement SLRs. Objective: The aim of this article is to classify the SLRs of SPI in order to identify the main research areas covered and evaluate the quality of the published SLRs. Methodology: A tertiary study was conducted to review the SLRs published by other researchers on the topic of SPI. Results: Twenty-four SLR articles were identified in the field of SPI. Results show that the quality of the selected SLRs on SPI is decreasing over the recent years. The most popular research topics are factors affecting SPI and process models. Conclusions: This study provides the review and state of the art in the context of SPI research. The results of this article would be of great interest for future SPI researchers by providing in depth understanding of various research areas in SPI. The number of process improvement SLRs is increasing and the overall quality is decreasing, which could lessen their potential impact on SPI practice. Currently, SPI literature is weak in the knowledge areas such as quality and software testing process improvement. © 2017, Springer International Publishing AG.","Software process improvement; Systematic literature review; Systematic mapping; Tertiary study","Process engineering; Software testing; In-depth understanding; Software Process Improvement; Software process improvements; Software testing process improvements; Systematic literature review; Systematic literature review (SLR); Systematic mapping; Tertiary study; Software design","Khan, A.A.; Department of Computer Science, City University of Hong KongHong Kong; email: aliakhan2-c@my.cityu.edu.hk","Messnarz R.Stolfa J.Stolfa S.O'Connor R.V.","Springer Verlag",18650929,9783319642178,,,"English","Commun. Comput. Info. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-85030625832
"Barroso A.S., Da Silva J.S.M., Soares M.S., Do Nascimento R.P.C.","57191618450;57194832172;55804425900;17433823000;","Influence of human Personality in software engineering a systematic literature review",2017,"ICEIS 2017 - Proceedings of the 19th International Conference on Enterprise Information Systems","3",,,"53","62",,6,"10.5220/0006292000530062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023189822&doi=10.5220%2f0006292000530062&partnerID=40&md5=7cfbcb271bcd425b314a58ca1290e2b1","Computing Department, Tiradentes University, Aracaju, Brazil; Computing Department, Federal University of Sergipe, São Cristóvão, Brazil; Computing Department, Federal Institute of Sergipe, Aracaju, Brazil","Barroso, A.S., Computing Department, Tiradentes University, Aracaju, Brazil, Computing Department, Federal University of Sergipe, São Cristóvão, Brazil; Da Silva, J.S.M., Computing Department, Federal University of Sergipe, São Cristóvão, Brazil, Computing Department, Federal Institute of Sergipe, Aracaju, Brazil; Soares, M.S., Computing Department, Federal University of Sergipe, São Cristóvão, Brazil; Do Nascimento, R.P.C., Computing Department, Federal University of Sergipe, São Cristóvão, Brazil","Personality of software engineering professionals has been a continuous element of interest in academic research. Researchers have applied different models of personality analysis in various software engineering areas to identify improvement points, to promote job satisfaction and to better organize teams. This paper aims to conduct a study, by means of a systematic literature review (SLR), to evaluate personality models applied in software engineering and to understand how human personality influences professional's work. Three main models, most frequently used, were identified (MBTI, BIG 5 and FFM) to evaluate software engineering professionals. There is evidence of the influence of personality on the activities performed. However, some results have suggested that the study of personality is not an easy task to be performed, because there are contradictions in findings that challenges the validity of studies. © Copyright 2017 by SCITEPRESS - Science and Technology Publications, Lda.","Big five; FFM; Human factors; MBTI; Personality traits; Software engineering","Human engineering; Information systems; Information use; Job satisfaction; Academic research; Big five; Engineering professionals; MBTI; Personality traits; Systematic literature review; Systematic literature review (SLR); Software engineering",,"Hammoudi S.Smialek M.Camp O.Filipe J.Filipe J.","SciTePress",,9789897582493,,,"English","ICEIS - Proc. Int. Conf. Enterp. Inf. Syst.",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85023189822
"Tahir R., Wang A.I.","57110105200;7404619969;","State of the art in game based learning: Dimensions for evaluating educational games",2017,"Proceedings of the 11th European Conference on Games Based Learning, ECGBL 2017",,,,"641","650",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036466187&partnerID=40&md5=78811d7aced5fc22a5501f0140704077","Dept. of Computer Science, Norwegian University of Science and Technology, Norway","Tahir, R., Dept. of Computer Science, Norwegian University of Science and Technology, Norway; Wang, A.I., Dept. of Computer Science, Norwegian University of Science and Technology, Norway","An increased use of educational games makes it essential to verify these tools for a sound impact by evaluating them from multiple dimensions. This paper presents a Systematic Literature Review (SLR) on state of the art in Game based Learning (GBL) evaluation. Our research examines the current trends and evaluation practices based on data drawn from search in four open databases along with a manual search of 4 journals proceedings. The paper begins with the context for our study, followed by a depiction of the analysis grid that is used to generate a database of existing literature, and methodology adopted to conduct systematic review of this literature. From initial sample of 1929 articles, a total of 58 relevant articles were identified and further examined for the extent of research carried out in GBL evaluation, highlighting the research topics, type of resources, the highly-cited articles, and the existing evaluation approaches and criteria used for evaluation of GBL. It then analyses the selected studies for outlining the dimensions for evaluating educational games. The findings of this papers provide insights for researchers and evaluators into current trends, evaluation practices and multiple dimensions for which an educational game must be evaluated.","Educational games; Evaluation dimensions; Evaluation framework; Game based learning","Educational game; Evaluation approach; Evaluation dimensions; Evaluation framework; Game-based Learning; Multiple dimensions; Systematic literature review (SLR); Systematic Review; Education",,"Pivec M.Grundler J.","Academic Conferences and Publishing International Limited",,9781911218562,,,"English","Proc. Eur. Conf. Games Based Learn., ECGBL",Conference Paper,"Final",,Scopus,2-s2.0-85036466187
"Zamudio L., Aguilar J.A., Tripp C., Misra S.","57195284150;57202135535;36675908400;56962766700;","A requirements engineering techniques review in agile software development methods",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10408 LNCS",,,"683","698",,6,"10.1007/978-3-319-62404-4_50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026787588&doi=10.1007%2f978-3-319-62404-4_50&partnerID=40&md5=0d49afea51d0929d6c75377793c2f9a3","Facultad de InformáticaCuliacán, Universidad Autónoma de Sinaloa, Mazatlán, 82120, Mexico; Facultad de Informática Mazatlán, Universidad Autónoma de Sinaloa, Mazatlán, 82120, Mexico; Covenant University, Ota, Nigeria","Zamudio, L., Facultad de InformáticaCuliacán, Universidad Autónoma de Sinaloa, Mazatlán, 82120, Mexico; Aguilar, J.A., Facultad de Informática Mazatlán, Universidad Autónoma de Sinaloa, Mazatlán, 82120, Mexico; Tripp, C., Facultad de Informática Mazatlán, Universidad Autónoma de Sinaloa, Mazatlán, 82120, Mexico; Misra, S., Covenant University, Ota, Nigeria","The first phase in the software development process is the Requirements Engineering (RE). Several methods for software development and RE techniques have been used to extract these users’ needs depending on the software complexity. Our goal is to map the evidence available about requirements engineering techniques adopted and challenges faced by agile methods in order to understand how traditional requirements engineering issues are resolved using agile requirements engineering. The agile methods considered for this work are: SCRUM, Dynamic Systems Development Method (DSDM), Adaptive Software Development (ASD) and Crystal Family. The present work is based on the Systematic Literature Review (SLR) method proposed by Kitchenham; we have reviewed publications from ACM, IEEE, Science Direct, DBLP and World Wide Web. From a population of 34 papers, we identified 15 primary studies, which provide information concerning RE used in Agile Software Development Processes. © Springer International Publishing AG 2017.","RE techniques; Requirements engineering; Systematic literature review","Requirements engineering; Software engineering; Adaptive software development; Agile software development; Agile software development process; Information concerning; Requirements engineering techniques; Software development process; Systematic literature review; Systematic literature review (SLR); Software design","Aguilar, J.A.; Facultad de Informática Mazatlán, Universidad Autónoma de SinaloaMexico; email: ja.aguilar@uas.edu.mx","Rocha A.M.A.C.Stankova E.Misra S.Borruso G.Cuzzocrea A.Taniar D.Gervasi O.Murgante B.Torre C.M.Apduhan B.O.","Springer Verlag",03029743,9783319624037,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-85026787588
"Iskandar K., Jambak M.I., Kosala R., Prabowo H.","56180497500;57215582705;36194762800;57210847043;","Current Issue on Knowledge Management System for future research: A Systematic Literature Review",2017,"Procedia Computer Science","116",,,"68","80",,11,"10.1016/j.procs.2017.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040023614&doi=10.1016%2fj.procs.2017.10.011&partnerID=40&md5=d9b0a245eb82d008b3a3f2266e91fc89","School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia; Bina Nusantara University, Jakarta, 11530, Indonesia; School of Business Management, Bina Nusantara University, Jakarta, 11480, Indonesia","Iskandar, K., School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia, Bina Nusantara University, Jakarta, 11530, Indonesia; Jambak, M.I., Bina Nusantara University, Jakarta, 11530, Indonesia; Kosala, R., School of Computer Science, Bina Nusantara University, Jakarta, 11480, Indonesia, Bina Nusantara University, Jakarta, 11530, Indonesia; Prabowo, H., Bina Nusantara University, Jakarta, 11530, Indonesia, School of Business Management, Bina Nusantara University, Jakarta, 11480, Indonesia","Nowadays, the number of papers on the topic of Knowledge Management and Knowledge Management System is still widely discussed. The study of Knowledge Management System (KMS) issues are based on Systematic Literature Review (SLR). It aims to analyze the state of the art, identify current popular issues on KMS, and offer directions for future research agenda. The methodology used in this paper is based on the systematic literature review to collect, synthesize and analyze numerous papers on a variety of topics that are closely related to knowledge management system issues that published in the last two decades. Based on fifty-four papers reviewed from six electronic databases, the result of this paper obtained fourteen current issues on knowledge management system. Moreover, the top three popular issues consist of the development of capabilities and features of KMS, Big Data issues on KMS, and adoption to new technology issue for KMS respectively. The conclusion of this study emphasized the big data phenomenon as the most contemporary topic for the future research area besides the growing of required KMS capabilities and features development. © 2017 The Authors. Published by Elsevier B.V.","Big Data Issue in KMS; Current Issues; KMS; Knowledge Management System; Systematic Literature Review","Artificial intelligence; Big data; Knowledge based systems; Knowledge management; Electronic database; Knowledge management system; Research agenda; State of the art; Systematic literature review; Systematic literature review (SLR); Technology issues; Information management","Iskandar, K.; School of Computer Science, Bina Nusantara UniversityIndonesia; email: karto_i@binus.edu","Budiharto W.Suryani D.Wulandhari L.A.Chowanda A.Gunawan A.A.S.Hanafiah N.Ham H.Meiliana","Elsevier B.V.",18770509,9781510849914,,,"English","Procedia Comput. Sci.",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85040023614
