Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Nikpay F., Ahmad R., Yin Kia C.","56030582300;24829264100;57191271958;","A hybrid method for evaluating enterprise architecture implementation",2017,"Evaluation and Program Planning","60",,,"1","16",,13,"10.1016/j.evalprogplan.2016.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988473835&doi=10.1016%2fj.evalprogplan.2016.09.001&partnerID=40&md5=39a635a5e1ff07077303805df3387f63","Department of Software Engineering, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia","Nikpay, F., Department of Software Engineering, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Ahmad, R., Department of Software Engineering, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Yin Kia, C., Department of Software Engineering, Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia","Enterprise Architecture (EA) implementation evaluation provides a set of methods and practices for evaluating the EA implementation artefacts within an EA implementation project. There are insufficient practices in existing EA evaluation models in terms of considering all EA functions and processes, using structured methods in developing EA implementation, employing matured practices, and using appropriate metrics to achieve proper evaluation. The aim of this research is to develop a hybrid evaluation method that supports achieving the objectives of EA implementation. To attain this aim, the first step is to identify EA implementation evaluation practices. To this end, a Systematic Literature Review (SLR) was conducted. Second, the proposed hybrid method was developed based on the foundation and information extracted from the SLR, semi-structured interviews with EA practitioners, program theory evaluation and Information Systems (ISs) evaluation. Finally, the proposed method was validated by means of a case study and expert reviews. This research provides a suitable foundation for researchers who wish to extend and continue this research topic with further analysis and exploration, and for practitioners who would like to employ an effective and lightweight evaluation method for EA projects. © 2016 Elsevier Ltd","Decision making; Enterprise architecture; Evaluation; Hybrid method; Information system","decision making; implementation process; information system; decision making; human; information system; physician; scientist; semi structured interview; systematic review; theoretical model; decision making; information system; methodology; organization and management; procedures; program evaluation; reproducibility; standards; Decision Making; Humans; Information Systems; Program Evaluation; Reproducibility of Results; Research Design","Ahmad, R.; Department of Software Engineering, Faculty of Computer Science and Information Technology, University of MalayaMalaysia; email: rodina@um.edu.my",,"Elsevier Ltd",01497189,,EPPLD,"27665066","English","Eval. Program Plann.",Article,"Final",,Scopus,2-s2.0-84988473835
"Pflüger D., Mehl M., Valentin J., Lindner F., Pfander D., Wagner S., Graziotin D., Wang Y.","23091250100;14021379400;57188720806;56462413700;57188722136;55286051900;55872109600;57188929004;","The scalability-efficiency/maintainability-portability trade-off in simulation software engineering: Examples and a preliminary systematic literature review",2017,"Proceedings of SE-HPCCSE 2016: 4th International Workshop on Software Engineering or High Performance Computing in Computational Science and Engineering - Held in conjunction with SC 2016: The International Conference for High Performance Computing, Networking, Storage and Analysis",,, 7839468,"26","34",,7,"10.1109/SE-HPCCSE.2016.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015376148&doi=10.1109%2fSE-HPCCSE.2016.8&partnerID=40&md5=d2edef5177d3ba9f342cd94510748bb8","Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Institute of Software Technology, University of Stuttgart, Germany","Pflüger, D., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Mehl, M., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Valentin, J., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Lindner, F., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Pfander, D., Institute for Parallel and Distributed Systems, University of Stuttgart, Germany; Wagner, S., Institute of Software Technology, University of Stuttgart, Germany; Graziotin, D., Institute of Software Technology, University of Stuttgart, Germany; Wang, Y., Institute of Software Technology, University of Stuttgart, Germany","Large-scale simulations play a central role in science and the industry. Several challenges occur when building simulation software, because simulations require complex software developed in a dynamic construction process. That is why simulation software engineering (SSE) is emerging lately as a research focus. The dichotomous trade-off between scalability and efficiency (SE) on the one hand and maintainability and portability (MP) on the other hand is one of the core challenges. We report on the SE/MP trade-off in the context of an ongoing systematic literature review (SLR). After characterizing the issue of the SE/MP trade-off using two examples from our own research, we (1) review the 33 identified articles that assess the trade-off, (2) summarize the proposed solutions for the tradeoff, and (3) discuss the findings for SSE and future work. Overall, we see evidence for the SE/MP trade-off and first solution approaches. However, a strong empirical foundation has yet to be established; general quantitative metrics and methods supporting software developers in addressing the trade-off have to be developed. We foresee considerable future work in SSE across scientific communities. © 2016 IEEE.",,"Computer software; Construction; Efficiency; Engineering research; Scalability; Software engineering; Building simulation; Dynamic construction; Empirical foundations; Large scale simulations; Quantitative metrics; Scientific community; Systematic literature review; Systematic literature review (SLR); Economic and social effects",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509052240,,,"English","Proc. SE-HPCCSE: Int. Workshop Softw. Eng. High Perform. Comput. Comput. Sci. Eng. - Held conjunction SC: Int. Conf. High Perform. Comput., Netw., Storage Anal.",Conference Paper,"Final",,Scopus,2-s2.0-85015376148
"Behutiye W.N., Rodríguez P., Oivo M., Tosun A.","57191823048;56063740800;6603040928;26649652100;","Analyzing the concept of technical debt in the context of agile software development: A systematic literature review",2017,"Information and Software Technology","82",,,"139","158",,21,"10.1016/j.infsof.2016.10.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993990146&doi=10.1016%2fj.infsof.2016.10.004&partnerID=40&md5=dea5e190cacf496f39a26abec5dd6f3c","University of Oulu, Oulu, Finland; Faculty of Computer Engineering and Informatics, Istanbul Technical University, Turkey","Behutiye, W.N., University of Oulu, Oulu, Finland; Rodríguez, P., University of Oulu, Oulu, Finland; Oivo, M., University of Oulu, Oulu, Finland; Tosun, A., Faculty of Computer Engineering and Informatics, Istanbul Technical University, Turkey","Context Technical debt (TD) is a metaphor that is used to communicate the consequences of poor software development practices to non-technical stakeholders. In recent years, it has gained significant attention in agile software development (ASD). Objective The purpose of this study is to analyze and synthesize the state of the art of TD, and its causes, consequences, and management strategies in the context of ASD. Research Method Using a systematic literature review (SLR), 38 primary studies, out of 346 studies, were identified and analyzed. Results We found five research areas of interest related to the literature of TD in ASD. Among those areas, “managing TD in ASD” received the highest attention, followed by “architecture in ASD and its relationship with TD”. In addition, eight categories regarding the causes and five categories regarding the consequences of incurring TD in ASD were identified. “Focus on quick delivery” and “architectural and design issues” were the most popular causes of incurring TD in ASD. “Reduced productivity”, “system degradation” and “increased maintenance cost” were identified as significant consequences of incurring TD in ASD. Additionally, we found 12 strategies for managing TD in the context of ASD, out of which “refactoring” and “enhancing the visibility of TD” were the most significant. Conclusion The results of this study provide a structured synthesis of TD and its management in the context of ASD as well as potential research areas for further investigation. © 2016 Elsevier B.V.","Agile software development; Systematic literature review; Technical debt; Technical debt management","Software engineering; Agile software development; Management strategies; Potential researches; Software development practices; Systematic literature review; Systematic literature review (SLR); Technical debts; Technical stakeholders; Software design","Behutiye, W.N.; University of OuluFinland; email: woub.behutiye@gmail.com",,"Elsevier B.V.",09505849,,ISOTE,,"English","Inf Software Technol",Review,"Final",,Scopus,2-s2.0-84993990146
"Vaidya S., Hibbert C.L., Kinter E., Boes S.","57191997754;6701739931;26031582200;15025845800;","Identification of Key Cost Generating Events for Idiopathic Pulmonary Fibrosis: A Systematic Review",2017,"Lung","195","1",,"","",,6,"10.1007/s00408-016-9960-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995802740&doi=10.1007%2fs00408-016-9960-6&partnerID=40&md5=f1cfd45083a74d532ee046f9ec9bcc8d","University of Lucerne, Frohburgstrasse 3, Lucerne, 6002, Switzerland; European Market Access, Biogen International, Landis + Gyr-Strasse 3, Zug, 6300, Switzerland; Steinhofstrasse 15C, Lucerne, 6005, Switzerland","Vaidya, S., University of Lucerne, Frohburgstrasse 3, Lucerne, 6002, Switzerland, Steinhofstrasse 15C, Lucerne, 6005, Switzerland; Hibbert, C.L., University of Lucerne, Frohburgstrasse 3, Lucerne, 6002, Switzerland; Kinter, E., European Market Access, Biogen International, Landis + Gyr-Strasse 3, Zug, 6300, Switzerland; Boes, S., University of Lucerne, Frohburgstrasse 3, Lucerne, 6002, Switzerland","Background: Idiopathic pulmonary fibrosis (IPF) is an incurable, debilitating disease which impairs lung function and eventually leads to death. Currently, there is a lack of effective modifying therapies and treatments for IPF as the underlying epidemiological mechanism is not clearly understood. This leads to difficulty in diagnosing and managing IPF, which results in a high incurment of disease-associated cost. Even though IPF poses a substantial economic burden, there is a lack of research available on cost triggers and healthcare utilization, which can be a barrier to future economic evaluations of new medicines for IPF. Objectives: We aimed to conduct a systematic literature review (SLR) to identify the key cost-generating events of IPF and to gather any related costing information. Results: The data showed that the main events triggering high resource use in patients were the symptoms of IPF progression along with comorbidities and lung transplantations. These events result in a high economic impact through the use of medications, health care professionals, and hospital stays. Conclusion: More research is needed to identify the direct, and indirect, relationships between IPF events and the costs they generate. This would help to further evaluate the area of need for future health technologies and to understand what events should be targeted to reduce the global economic burden of IPF. © 2016, Springer Science+Business Media New York.","Cost; Cost triggers; Economic impact; Financial burden; Idiopathic pulmonary fibrosis; Systematic review","comorbidity; cost effectiveness analysis; economic evaluation; fibrosing alveolitis; health care cost; health care personnel; health care utilization; human; lung function; lung transplantation; patient-reported outcome; prevalence; priority journal; Review; survival rate; complication; drug cost; economics; fibrosing alveolitis; health service; hospitalization; statistics and numerical data; Comorbidity; Drug Costs; Health Care Costs; Health Services Needs and Demand; Hospitalization; Humans; Idiopathic Pulmonary Fibrosis; Lung Transplantation","Vaidya, S.Steinhofstrasse 15C, Switzerland; email: shalvaree.vaidya@stud.unilu.ch",,"Springer New York LLC",03412040,,LUNGD,"27866277","English","Lung",Review,"Final",,Scopus,2-s2.0-84995802740
"Iribarren S.J., Cato K., Falzon L., Stone P.W.","8044572000;35071035400;6603454353;56210246700;","What is the economic evidence for mHealth? A systematic review of economic evaluations of mHealth solutions",2017,"PLoS ONE","12","2", 0170581,"","",,95,"10.1371/journal.pone.0170581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011385341&doi=10.1371%2fjournal.pone.0170581&partnerID=40&md5=4a3bffb1531dcf6089d2bfd49569737c","Department of Biobehavioral Nursing and Health Informatics, School of Nursing, University of Washington, Seattle, WA, United States; School of Nursing, Columbia University, New York, NY, United States; Office of Nursing Research, New York-Presbyterian Hospital, EBP and Innovation, New York, NY, United States; Department of Medicine, New York-Presbyterian Hospital, New York, NY, United States; Center for Health Policy, School of Nursing, Columbia University, New York, NY, United States","Iribarren, S.J., Department of Biobehavioral Nursing and Health Informatics, School of Nursing, University of Washington, Seattle, WA, United States; Cato, K., School of Nursing, Columbia University, New York, NY, United States, Office of Nursing Research, New York-Presbyterian Hospital, EBP and Innovation, New York, NY, United States; Falzon, L., Department of Medicine, New York-Presbyterian Hospital, New York, NY, United States; Stone, P.W., School of Nursing, Columbia University, New York, NY, United States, Center for Health Policy, School of Nursing, Columbia University, New York, NY, United States","Background Mobile health (mHealth) is often reputed to be cost-effective or cost-saving. Despite optimism, the strength of the evidence supporting this assertion has been limited. In this systematic review the body of evidence related to economic evaluations of mHealth interventions is assessed and summarized. Methods Seven electronic bibliographic databases, grey literature, and relevant references were searched. Eligibility criteria included original articles, comparison of costs and consequences of interventions (one categorized as a primary mHealth intervention or mHealth intervention as a component of other interventions), health and economic outcomes and published in English. Full economic evaluations were appraised using the Consolidated Health Economic Evaluation Reporting Standards (CHEERS) checklist and The PRISMA guidelines were followed. Results Searches identified 5902 results, of which 318 were examined at full text, and 39 were included in this review. The 39 studies spanned 19 countries, most of which were conducted in upper and upper-middle income countries (34, 87.2%). Primary mHealth interventions (35, 89.7%), behavior change communication type interventions (e.g., improve attendance rates, medication adherence) (27, 69.2%), and short messaging system (SMS) as the mHealth function (e.g., used to send reminders, information, provide support, conduct surveys or collect data) (22, 56.4%) were most frequent; the most frequent disease or condition focuses were outpatient clinic attendance, cardiovascular disease, and diabetes. The average percent of CHEERS checklist items reported was 79.6% (range 47.62±100, STD 14.18) and the top quartile reported 91.3±100%. In 29 studies (74.3%), researchers reported that the mHealth intervention was cost-effective, economically beneficial, or cost saving at base case. Conclusions Findings highlight a growing body of economic evidence for mHealth interventions. Although all studies included a comparison of intervention effectiveness of a health-related outcome and reported economic data, many did not report all recommended economic outcome items and were lacking in comprehensive analysis. The identified economic evaluations varied by disease or condition focus, economic outcome measurements, perspectives, and were distributed unevenly geographically, limiting formal meta-Analysis. Further research is needed in low and low-middle income countries and to understand the impact of different mHealth types. Following established economic reporting guidelines will improve this body of research. © 2017 Iribarren et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"Article; behavior change; cardiovascular disease; clinical effectiveness; cost control; cost effectiveness analysis; cost minimization analysis; cost utility analysis; diabetes mellitus; economic aspect; economic evaluation; health care cost; health care delivery; high income country; human; interpersonal communication; medical information system; medication compliance; middle income country; mobile application; mobile health; outpatient care; patient attendance; primary health care; quality adjusted life year; reminder system; systematic review; text messaging; cost benefit analysis; economics; health economics; mobile phone; procedures; statistics and numerical data; telemedicine; utilization; Cell Phones; Cost-Benefit Analysis; Economics, Medical; Humans; Telemedicine",,,"Public Library of Science",19326203,,POLNC,"28152012","English","PLoS ONE",Article,"Final",Open Access,Scopus,2-s2.0-85011385341
"Magues D.A., Castro J.W., Acuna S.T.","57191254086;25721592400;6602208682;","Usability in agile development: A systematic mapping study",2017,"Proceedings of the 2016 42nd Latin American Computing Conference, CLEI 2016",,, 7833347,"","",,3,"10.1109/CLEI.2016.7833347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013870278&doi=10.1109%2fCLEI.2016.7833347&partnerID=40&md5=d1770655a1815f542aa660d08597a34c","Escuela Politécnica Superior, Universidad Autónoma de Madrid, Madrid, Spain; Departamento de Ingeniería Informática y Ciencias de la Computación, Universidad de Atacama, Copiapó, Chile","Magues, D.A., Escuela Politécnica Superior, Universidad Autónoma de Madrid, Madrid, Spain; Castro, J.W., Departamento de Ingeniería Informática y Ciencias de la Computación, Universidad de Atacama, Copiapó, Chile; Acuna, S.T., Escuela Politécnica Superior, Universidad Autónoma de Madrid, Madrid, Spain","Background: Interest in the integration of the agile software development process (ASDP) and user-centred design (UCD) has grown over the last decade. However, there are not many papers that study this issue holistically and uncover the current state of this integration. Aim: This study sets out to answer the following research question: What is the current state of integration between agile processes and usability? Method: We conduct a systematic mapping study (SMS). A SMS is a form of systematic literature review that aims to identify and classify the research papers published about a specified issue. Results: We retrieved a total of 161 primary studies, which we categorized according to four criteria: process, practice, team and technology integration. The largest group refers to process integration with a total of 76 primary studies. Judging by the increase in the number of publications over the last decade, the integration of human-computer interaction (HCI) activities and techniques into the ASDP is an issue of notable interest. Conclusions: There are very few papers that study the literature holistically and report the current state of usability in the ASDP. Additionally, there are no formalized proposals for adopting usability techniques in ASDP. © 2016 IEEE.","Agile software development; systematic mapping study; usability; user-centred design","Data visualization; Human computer interaction; Mapping; Software engineering; Usability engineering; User centered design; Agile software development; Agile software development process; Human computer interaction (HCI); Systematic literature review; Systematic mapping studies; Technology Integration; usability; Usability techniques; Software design",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509016334,,,"English","Proc. Lat. Am. Comput. Conf., CLEI",Conference Paper,"Final",,Scopus,2-s2.0-85013870278
"Napoleão B.M., Felizardo K.R., De Souza É.F., Vijaykumar N.L.","57195679491;35248128000;56194341700;6602212981;","Practical similarities and differences between Systematic Literature Reviews and Systematic Mappings: A tertiary study",2017,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",,,,"85","90",,8,"10.18293/SEKE2017-069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029517219&doi=10.18293%2fSEKE2017-069&partnerID=40&md5=978da6a8d0a2ecd8a5dde62b6959ddd3","Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Lab. of Comp. and Applied Math., Nat. Inst. for Space Research, São José dos Campos, SP, Brazil","Napoleão, B.M., Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Felizardo, K.R., Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; De Souza, É.F., Depart. of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Vijaykumar, N.L., Lab. of Comp. and Applied Math., Nat. Inst. for Space Research, São José dos Campos, SP, Brazil","Background: Several researchers have reported their experiences in applying secondary studies in Software Engineering (SE), however, there is a lack of studies discussing the distinction between Systematic Mappings (SMs) and Systematic Literature Reviews (SLRs). Aims: The objective of this paper is to present the results of a tertiary study conducted to collect and evaluate evidence to better understand similarities and differences between SLRs and SMs related to four aspects: Research question, search string, search strategy and quality assessment. Method: We identified 170 secondary studies that were reviewed to answer a set of Research Questions (RQ) related to the practical conduction of secondary studies in SE. Results: Results show that both SLRs and SMs have generic RQs, broad search strings, and adopt automatic search as search strategy. However, quality assessment has been more widely adopted in SLRs. Conclusions: In practice, only the quality assessment is conducted differently in SLRs and SMs.","Secondary studies; Systematic literature review; Systematic mapping","Knowledge engineering; Mapping; Automatic searches; Quality assessment; Research questions; Search strategies; Secondary studies; Systematic literature review; Systematic mapping; Tertiary study; Software engineering",,,"Knowledge Systems Institute Graduate School",23259000,1891706411,,,"English","Proc. Int. Conf. Softw. Eng. Knowl. Eng., SEKE",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85029517219
"Feng L., Chiam Y.K., Abdullah E.R.M.F., Obaidellah U.H.","57198435962;35092266800;57195757026;25646168000;","Using Suffix Tree clustering method to support the planning phase of systematic literature review",2017,"Malaysian Journal of Computer Science","30","4",,"311","332",,1,"10.22452/mjcs.vol30no4.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036580927&doi=10.22452%2fmjcs.vol30no4.4&partnerID=40&md5=91f74b206179be5591b25c2ed6ae46db","Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia","Feng, L., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Chiam, Y.K., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Abdullah, E.R.M.F., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia; Obaidellah, U.H., Faculty of Computer Science and Information Technology, University of Malaya, Kuala Lumpur, 50603, Malaysia","Systematic Literature Review (SLR) is an information-based process throughout which each stage must be carefully and systematically designed in planning phase. Important decisions need to be made about the various choices involved in the SLR planning phase. However, due to the necessarily comprehensive and rigorous nature of SLR, many researchers have difficulties in planning SLRs sufficiently and effectively. In recent decades, the use of text mining (TM) techniques has been introduced to facilitate SLR process, especially at conducting review phase to support the searching and selection of studies. However, so far, TM techniques have not been applied to support any activities during SLR planning phase. In this research, we proposed a method that apply Suffix Tree Clustering (STC) method to support decision-making activities within the SLR planning phase. This method also known as SLR Planning Based on Suffix Tree Clustering (SLRP-STC) method. It aims to help reviewers in three ways: 1) to extract research topics easily; 2) to better interpret extracted information; and 3) to quickly realize and refine a proposed search string that is poorly formulated or inappropriate. A case study was conducted by comparing the proposed method with manual approach. It is observed that the use of SLRP-STC method can improve the planning of SLR.","Decision-making; Planning phase; Suffix Tree Clustering (STC); Systematic Literature Review (SLR); Text mining (TM)",,,,"Faculty of Computer Science and Information Technology",01279084,,,,"English","Malays. J. Comput. Sci.",Article,"Final",Open Access,Scopus,2-s2.0-85036580927
"Garcés L., Felizardo K.R., Oliveira L.B.R., Nakagawa E.Y.","57132493200;35248128000;51663947300;7007008701;","An experience report on update of systematic literature reviews",2017,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",,,,"91","96",,5,"10.18293/SEKE2017-078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029531031&doi=10.18293%2fSEKE2017-078&partnerID=40&md5=6f7eec22e91f05cc1c08875cd3dcc20b","Dept. of Computer Systems, University of São Paulo, São Carlos, SP, Brazil; Department of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Federal Inst. of Sao Paulo, São Carlos, SP, Brazil","Garcés, L., Dept. of Computer Systems, University of São Paulo, São Carlos, SP, Brazil; Felizardo, K.R., Department of Computer, Federal Tech. Univ. of Paraná, Cornélio Procópio, PR, Brazil; Oliveira, L.B.R., Federal Inst. of Sao Paulo, São Carlos, SP, Brazil; Nakagawa, E.Y., Dept. of Computer Systems, University of São Paulo, São Carlos, SP, Brazil","Context: In order to preserve the value of Systematic Literature Reviews (SLRs), they should be frequently updated including new studies produced after the conduction of the reviews. However, most of SLRs are outdated and there is a lack of works that support the conduction of SLRs updates. Objective: The main goal of this paper is to report our experience in updating two of our SLRs. Method: To update these two SLRs, we used automated techniques based on VTM (Visual Text Mining) to guarantee the presence of relevant studies. Results: From our experience, some factors to satisfactorily update SLRs were identified: (i) to adopt software tools to support the updating process; (ii) to provide as much as possible information of previous SLR; (iii) to involve researchers from previous SLR; and (iv) to reuse protocol from preliminar SLR. Conclusions: Reported lessons learned can be used as a basis of knowledge to guide researchers when updating their SLRs.","Systematic literature review; Update; VTM","Computer software reusability; Data mining; Knowledge engineering; Automated techniques; Experience report; New study; Systematic literature review; Text mining; Update; Software engineering",,,"Knowledge Systems Institute Graduate School",23259000,1891706411,,,"English","Proc. Int. Conf. Softw. Eng. Knowl. Eng., SEKE",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85029531031
"Krcál M.","56580199300;","How (not) to conduct team content analysis: Experience from systematic literature review",2017,"Proceedings of the European Conference on Research Methods in Business and Management Studies","2017-June",,,"194","202",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054023021&partnerID=40&md5=96df23850d5b6498fdb3d8e33762754d","Masaryk University, Faculty of Economics and Administration, Czech Republic","Krcál, M., Masaryk University, Faculty of Economics and Administration, Czech Republic","Growing attention of academicians across disciplines for a systematic literature review (SLR) creates demand for more knowledge in this area. Although the volume of methodological articles and books focusing on the SLR is growing, certain aspects of this methodological approach seem to be neglected. Firstly, literature focused on the SLR concentrates mainly on conducting the review by one person and is not giving details or guidelines on how to cooperate in teams. Secondly, despite a decent number of the SLR articles in scientific journals, information about the analytical and synthesis part of the SLR lacks details. Therefore, the purpose of this article is to describe in detail the procedures and the tools used during one SLR conducted by a team of five researchers. Moreover, as the team content analysis was used for the analytical part of the literature review detail description of the activities and the used tools during the content analysis is presented. This article is framed as a descriptive single case study that is based on project documents, communication, meetings minutes and observations conducted by me in the role of the SLR team leader. The described SLR is the first phase of a three year research project that focuses on the ways of using feedback from customers as knowledge for new product or service development and innovations. Besides the detailed description of the whole process, this article also discusses some factors that were influencing the quality, effectiveness and efficiency of the team management. The following factors were identified as crucial for the team management: software tools, knowledge of software tools, experience with the content analysis, activities of team members in other research projects and teaching, and nature of externally funded grant project. © 2017 Academic Conferences Limited. All Rights Reserved.","Content analysis; Guidelines; Qualitative data analysis; Systematic literature review; Team research",,"Krcál, M.; Masaryk University, Faculty of Economics and AdministrationCzech Republic; email: michal.krcal@mail.muni.cz","Lawlor K.Buckley A.P.","Academic Conferences Limited",20490968,9781911218401,,,"English","Proc. Eur. Conf. Res. Meth. Bus. Manag. Stud.",Conference Paper,"Final",,Scopus,2-s2.0-85054023021
"Sánchez N.N., Bollati V., Garzás J.","57190802533;35112833200;18037266800;","Ontology for agile knowledge: A systematic literature review",2017,"CIbSE 2017 - XX Ibero-American Conference on Software Engineering",,,,"113","126",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026662589&partnerID=40&md5=2f81ca20840e3989629c85aa7a75c7f7","Rey Juan Carlos University, Tulipán s/n, Móstoles - Madrid, Spain; CONICET - National Technological University, French 414 Resistencia, Chaco, Argentina","Sánchez, N.N., Rey Juan Carlos University, Tulipán s/n, Móstoles - Madrid, Spain; Bollati, V., CONICET - National Technological University, French 414 Resistencia, Chaco, Argentina; Garzás, J., Rey Juan Carlos University, Tulipán s/n, Móstoles - Madrid, Spain","In order to be more productive, the team must understand how to work in an agile organization. In 2001 it was decided to make a manifesto (called Agile Manifesto) in which proposed four values and twelve principles. In this regard, software engineering has advanced greatly in recent years, but it still suffers from the lack of relationship between the elements forming agility. This research has focused on agile knowledge. Our purpose involves examining the state of agility, its elements and the relationship between them. In this paper we describe a Systematic Literature Review (SLR) that is conducted followed the methodology proposed by Kitchenham and Charters and Biolchini. The aim of this SLR was to identify studies which describe the ontology for Agile knowledge and relations between them generally not applied to a specific project.","Agile; Extreme programming; Methodology; Ontology; Scrum; State of the art; Systematic literature review","Ontology; Professional aspects; Agile; EXtreme Programming; Methodology; Scrum; State of the art; Systematic literature review; Software engineering",,,"Ibero-American Conference on Software Engineering",,9789873806988,,,"English","CIbSE - Ibero-Am. Conf. Softw. Eng.",Conference Paper,"Final",,Scopus,2-s2.0-85026662589
"Altalhi A., Alshomrani S., Qamar S., Akram S.","55320310600;55369704400;57195053868;57195054689;","Identification of critical barriers in cloud computing adoption by enterprises using systematic review methodology",2017,"International Journal of Business Information Systems","25","4",,"490","509",,3,"10.1504/IJBIS.2017.085174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025110281&doi=10.1504%2fIJBIS.2017.085174&partnerID=40&md5=b0311f78ad71a7fc660071b342dfb71c","Faculty of Computing and IT, King Abdulaziz University, Jeddah, Saudi Arabia; Faculty of Computing and IT, University of Jeddah, Jeddah, Saudi Arabia","Altalhi, A., Faculty of Computing and IT, King Abdulaziz University, Jeddah, Saudi Arabia; Alshomrani, S., Faculty of Computing and IT, University of Jeddah, Jeddah, Saudi Arabia; Qamar, S., Faculty of Computing and IT, University of Jeddah, Jeddah, Saudi Arabia; Akram, S., Faculty of Computing and IT, University of Jeddah, Jeddah, Saudi Arabia","Cloud computing has been an area of research interest recently because of its unrivalled advantages to the computing world. However, businesses are still sceptical of adopting it because of the different issues that come with it. This study uses systematic literature review (SLR) process to identify and analyse potential barriers in cloud adaptation. The data required to conduct this study is extracted from 84 research studies via SLR process. The studies selection and data extraction process is based on a well-documented protocol. A list of 50 barriers has been identified after synthesising the extracted data. These identified barriers have been categorised in five main domains, i.e., organisational barriers, technical barriers, legal barriers, financial barriers, and environmental barriers. The proactive management of the identified barriers might allow enterprises to adopt cloud computing successfully. Copyright © 2017 Inderscience Enterprises Ltd.","Cloud computing; Enterprises; SLR; Systematic literature review",,"Qamar, S.; Faculty of Computing and IT, University of JeddahSaudi Arabia; email: sqamar@uj.edu.sa",,"Inderscience Publishers",17460972,,,,"English",,Review,"Final",,Scopus,2-s2.0-85025110281
