Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Jain R., Shah H.","57207292862;23135735400;","An anomaly detection in smart cities modeled as wireless sensor network",2017,"2016 International Conference on Signal and Information Processing, IConSIP 2016",,, 7857445,"","",,6,"10.1109/ICONSIP.2016.7857445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016096527&doi=10.1109%2fICONSIP.2016.7857445&partnerID=40&md5=78a37b20ce7584bcce37f3f5d166926f","Communication System Engineering, G.H. Patel College of Engineering and Technology, Vallabh Vidyanagar, India","Jain, R., Communication System Engineering, G.H. Patel College of Engineering and Technology, Vallabh Vidyanagar, India; Shah, H., Communication System Engineering, G.H. Patel College of Engineering and Technology, Vallabh Vidyanagar, India","Air Quality Index (AQI); Anomaly detection; Artificial Neural Network (ANN); Support Vector Machine (SVM); Wireless sensor network","Air quality; Artificial intelligence; Deep neural networks; Internet of things; Learning systems; MATLAB; Neural networks; Pollution; Pollution detection; Support vector machines; Wireless sensor networks; Air quality indices; Anomaly detection; Communication technologies; Internet of Things (IOT); Location detection; Machine learning techniques; Multi-class problems; Neuro-fuzzy methods; Smart city",,Conference Paper,"Final",,Scopus,2-s2.0-85016096527
"Delassus R., Giot R., Cherrier R., Barbieri G., Melancony G.","57193713665;35092391600;56512019900;57193716967;57193711219;","Broken bikes detection using CitiBike bikeshare system open data",2017,"2016 IEEE Symposium Series on Computational Intelligence, SSCI 2016",,, 7850091,"","",,,"10.1109/SSCI.2016.7850091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016050910&doi=10.1109%2fSSCI.2016.7850091&partnerID=40&md5=7ed9f45a9683d2093a8fd6330c5c37a5","QUCIT, parc Newton, 213 cours Victor Hugo, Bègles, 33130, France; Univ. Bordeaux, CNRS, LaBRI, UMR 5800, Talence, F-33400, France","Delassus, R., QUCIT, parc Newton, 213 cours Victor Hugo, Bègles, 33130, France, Univ. Bordeaux, CNRS, LaBRI, UMR 5800, Talence, F-33400, France; Giot, R., Univ. Bordeaux, CNRS, LaBRI, UMR 5800, Talence, F-33400, France; Cherrier, R., QUCIT, parc Newton, 213 cours Victor Hugo, Bègles, 33130, France; Barbieri, G., QUCIT, parc Newton, 213 cours Victor Hugo, Bègles, 33130, France; Melancony, G., Univ. Bordeaux, CNRS, LaBRI, UMR 5800, Talence, F-33400, France",,"Artificial intelligence; Cost effectiveness; Feature extraction; Anomaly detection; Cost effective; Distributed clouds; K-means clustering; New York; Normal behavior; Open datum; Real time; Bicycles",,Conference Paper,"Final",,Scopus,2-s2.0-85016050910
"Pendlebury J., Emeakaroha V.C., O'Shea D., Cafferkey N., Morrison J.P., Lynn T.","55497207400;35868069800;57190402287;15126803600;35311536400;25825321500;","SOMBA-automated anomaly detection for Cloud quality of service",2017,"Proceedings of 2016 International Conference on Cloud Computing Technologies and Applications, CloudTech 2016",,, 7847681,"71","79",,1,"10.1109/CloudTech.2016.7847681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013852739&doi=10.1109%2fCloudTech.2016.7847681&partnerID=40&md5=9a0d9498dc95b4b9bdbb83af54f36a10","Irish Centre for Cloud Computing and Commerce, University College Cork, Ireland; Irish Centre for Cloud Computing and Commerce, Dublin City University, Ireland","Pendlebury, J., Irish Centre for Cloud Computing and Commerce, University College Cork, Ireland; Emeakaroha, V.C., Irish Centre for Cloud Computing and Commerce, University College Cork, Ireland; O'Shea, D., Irish Centre for Cloud Computing and Commerce, University College Cork, Ireland; Cafferkey, N., Irish Centre for Cloud Computing and Commerce, University College Cork, Ireland; Morrison, J.P., Irish Centre for Cloud Computing and Commerce, University College Cork, Ireland; Lynn, T., Irish Centre for Cloud Computing and Commerce, Dublin City University, Ireland",,"Automation; Cloud computing; Distributed computer systems; Learning systems; Signal detection; Telecommunication services; Automated techniques; Inherent requirements; Performance anomaly; Probabilistic methods; Service provisioning; Statistical anomaly detection; The standard model; Unsupervised machine learning; Quality of service",,Conference Paper,"Final",,Scopus,2-s2.0-85013852739
"Alrawashdeh K., Purdy C.","57193650016;35502051300;","Toward an online anomaly intrusion detection system based on deep learning",2017,"Proceedings - 2016 15th IEEE International Conference on Machine Learning and Applications, ICMLA 2016",,, 7838144,"195","200",,45,"10.1109/ICMLA.2016.167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015435137&doi=10.1109%2fICMLA.2016.167&partnerID=40&md5=451cd22bfb639b2273be593378be4ec9","Department of Electrical Engineering and Computing Systems, University of Cincinnati, Cincinnati, OH, United States","Alrawashdeh, K., Department of Electrical Engineering and Computing Systems, University of Cincinnati, Cincinnati, OH, United States; Purdy, C., Department of Electrical Engineering and Computing Systems, University of Cincinnati, Cincinnati, OH, United States","Attacks; Cyber security; Data mining; DBN; Intrusion detection; Machine learning; Neural network; RBM","Artificial intelligence; C++ (programming language); Computer crime; Data mining; Deep learning; E-learning; Learning systems; Mercury (metal); Network architecture; Neural networks; Statistical tests; Anomaly intrusion detection; Attacks; Cyber security; Deep belief networks; Learning architectures; Machine learning approaches; Restricted boltzmann machine; Unsupervised feature reductions; Intrusion detection",,Conference Paper,"Final",,Scopus,2-s2.0-85015435137
"Sapegin A., Gawron M., Jaeger D., Cheng F., Meinel C.","55925934400;56022555000;56039441300;35271162300;56187776800;","Evaluation of in-memory storage engine for machine learning analysis of security events",2017,"Concurrency Computation ","29","2", e3800,"","",,2,"10.1002/cpe.3800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959524829&doi=10.1002%2fcpe.3800&partnerID=40&md5=39693e4926c5f40e143d4ab5801b23c4","Hasso Plattner Institute (HPI), University of Potsdam, PO Box 900460, Potsdam, 14440, Germany","Sapegin, A., Hasso Plattner Institute (HPI), University of Potsdam, PO Box 900460, Potsdam, 14440, Germany; Gawron, M., Hasso Plattner Institute (HPI), University of Potsdam, PO Box 900460, Potsdam, 14440, Germany; Jaeger, D., Hasso Plattner Institute (HPI), University of Potsdam, PO Box 900460, Potsdam, 14440, Germany; Cheng, F., Hasso Plattner Institute (HPI), University of Potsdam, PO Box 900460, Potsdam, 14440, Germany; Meinel, C., Hasso Plattner Institute (HPI), University of Potsdam, PO Box 900460, Potsdam, 14440, Germany","in memory; intrusion detection; machine learning; SAP HANA; security","Artificial intelligence; Clustering algorithms; Database systems; Digital storage; Intrusion detection; Learning systems; Signal detection; Vector spaces; Virtual storage; Anomaly-detection algorithms; High speed analysis; Integrated machines; SAP HANA; Security; Security analysis; Security information and event management systems; Vector space models; Information management","Sapegin, A.; Hasso Plattner Institute (HPI), University of Potsdam, PO Box 900460, Germany; email: andrey.sapegin@hpi.de",Conference Paper,"Final",,Scopus,2-s2.0-84959524829
"Wang M., Handurukande S.","35085431700;6506051925;","A Streaming Data Anomaly Detection Analytic Engine for Mobile Network Management",2017,"Proceedings - 13th IEEE International Conference on Ubiquitous Intelligence and Computing, 13th IEEE International Conference on Advanced and Trusted Computing, 16th IEEE International Conference on Scalable Computing and Communications, IEEE International Conference on Cloud and Big Data Computing, IEEE International Conference on Internet of People and IEEE Smart World Congress and Workshops, UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld 2016",,, 7816913,"722","729",,4,"10.1109/UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013216681&doi=10.1109%2fUIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0117&partnerID=40&md5=b964fa3691f36b23ce1ff35ee7059da6","Network Management Lab, Ericsson, Ireland","Wang, M., Network Management Lab, Ericsson, Ireland; Handurukande, S., Network Management Lab, Ericsson, Ireland","Anomaly detection; Machine learning; Network management system; Streaming analytic","Big data; Engines; Learning systems; Network function virtualization; Network management; Real time systems; Signal detection; Trusted computing; Ubiquitous computing; Anomaly detection; Evaluation results; In-network management; Innovative algorithms; Network management systems; Real-time analytics; Software defined networking (SDN); System development; Information management",,Conference Paper,"Final",,Scopus,2-s2.0-85013216681
"Feng Y., Yuan Y., Lu X.","56677051400;56489029200;35180125200;","Learning deep event models for crowd anomaly detection",2017,"Neurocomputing","219",,,"548","556",,45,"10.1016/j.neucom.2016.09.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999040371&doi=10.1016%2fj.neucom.2016.09.063&partnerID=40&md5=ee233f7361937352c9626510195325a3","Center for OPTical IMagery Analysis and Learning (OPTIMAL), State Key Laboratory of Transient Optics and Photonics, Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an, Shaanxi  710119, China; University of Chinese Academy of Sciences, Beijing, 100049, China","Feng, Y., Center for OPTical IMagery Analysis and Learning (OPTIMAL), State Key Laboratory of Transient Optics and Photonics, Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an, Shaanxi  710119, China, University of Chinese Academy of Sciences, Beijing, 100049, China; Yuan, Y., Center for OPTical IMagery Analysis and Learning (OPTIMAL), State Key Laboratory of Transient Optics and Photonics, Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an, Shaanxi  710119, China; Lu, X., Center for OPTical IMagery Analysis and Learning (OPTIMAL), State Key Laboratory of Transient Optics and Photonics, Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an, Shaanxi  710119, China","Abnormal event detection; Crowded scene; Deep GMM; Deep neural network; PCANet; Video surveillance","Gaussian distribution; Image segmentation; Monitoring; Motion analysis; Real time systems; Abnormal event detections; Crowded scene; Deep GMM; Deep neural networks; PCANet; Video surveillance; Security systems; algorithm; Article; image processing; machine learning; mathematical analysis; normal distribution; principal component analysis; priority journal; videorecording","Lu, X.; Center for OPTical IMagery Analysis and Learning (OPTIMAL), State Key Laboratory of Transient Optics and Photonics, Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of SciencesChina; email: luxq666666@gmail.com",Article,"Final",,Scopus,2-s2.0-84999040371
"Jeong H.-J., Lee M.-J., Lee C.E., Kim S.-H., Ha Y.-G.","55496060300;57193875196;38163044200;35731778100;23389377100;","Machine learning-based real-time anomaly detection for unmanned aerial vehicles with a cloud server",2017,"Journal of Internet Technology","18","4",,"823","832",,3,"10.6138/JIT.2017.18.4.20160130b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028467371&doi=10.6138%2fJIT.2017.18.4.20160130b&partnerID=40&md5=ee44aed35aa98818470dfe918f25f55d","Department of Computer Science and Engineering, Konkuk University, South Korea; Electronics and Telecommunications Research Institute, South Korea","Jeong, H.-J., Department of Computer Science and Engineering, Konkuk University, South Korea; Lee, M.-J., Department of Computer Science and Engineering, Konkuk University, South Korea; Lee, C.E., Electronics and Telecommunications Research Institute, South Korea; Kim, S.-H., Electronics and Telecommunications Research Institute, South Korea; Ha, Y.-G., Department of Computer Science and Engineering, Konkuk University, South Korea","Anomaly detection; Machine learning; Real-time anomaly detection; UAV safety; UAV security","Aircraft control; Artificial intelligence; Control systems; Flight control systems; Learning systems; Safety engineering; Unmanned aerial vehicles (UAV); Analytical redundancy; Anomaly detection; Intentional Attacks; Large amounts of data; Machine learning technology; Real-time anomaly detections; UAV control systems; UAV safety; Aircraft detection","Ha, Y.-G.; Department of Computer Science and Engineering, Konkuk UniversitySouth Korea; email: ygha@konkuk.ac.kr",Article,"Final",,Scopus,2-s2.0-85028467371
"Fisher W., Jackson B., Camp T., Krzhizhanovskaya V.V.","57190229280;57210549544;7005054897;8385944600;","Anomaly detection in earth dam and levee passive seismic data using multivariate Gaussian",2017,"Proceedings - 16th IEEE International Conference on Machine Learning and Applications, ICMLA 2017","2017-December",,,"685","690",,,"10.1109/ICMLA.2017.00-81","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048460099&doi=10.1109%2fICMLA.2017.00-81&partnerID=40&md5=db8bf688757b24a01815148d72dcea89","Department of Computer Science, Colorado School of Mines, Golden, CO, United States; University of Amsterdam, Netherlands; St. Petersburg Polytechnic University, Russian Federation; ITMO University, Russian Federation","Fisher, W., Department of Computer Science, Colorado School of Mines, Golden, CO, United States; Jackson, B., University of Amsterdam, Netherlands; Camp, T., St. Petersburg Polytechnic University, Russian Federation; Krzhizhanovskaya, V.V., ITMO University, Russian Federation","anomaly detection; earth levee; geophysical; machine learning; multivariate Gaussian; passive seismic","Artificial intelligence; Cofferdams; Embankment dams; Gaussian distribution; Geophysical prospecting; Levees; Seismic response; Seismic waves; Wavelet transforms; Anomaly detection; Automatic Detection; Catastrophic failures; Gaussians; geophysical; Machine learning models; passive seismic; Real time monitoring; Learning systems",,Conference Paper,"Final",,Scopus,2-s2.0-85048460099
"Prasad B.R.","57206028562;","Real Time Density-Based Clustering (RTDBC) algorithm for big data",2017,"Journal of Computer Science","13","10",,"496","504",,,"10.3844/jcssp.2017.496.504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034233068&doi=10.3844%2fjcssp.2017.496.504&partnerID=40&md5=5918f8367f737885e08c421114b8d858","Department of CSE, Marri Laxman Reddy Institute of Technology and Management, Dundigal (V and M), Medchal Dist., Hyderabad, Telangana State, India","Prasad, B.R., Department of CSE, Marri Laxman Reddy Institute of Technology and Management, Dundigal (V and M), Medchal Dist., Hyderabad, Telangana State, India","Big data; Data clustering; DBSCAN; RTDBC",,"Prasad, B.R.; Department of CSE, Marri Laxman Reddy Institute of Technology and Management, Dundigal (V and M)India; email: rprasad.boddu2017@gmail.com",Article,"Final",Open Access,Scopus,2-s2.0-85034233068
"Kamiyama T., Chakraborty G.","57194033591;35565864200;","Real-time anomaly detection of continuously monitored periodic bio-signals like ECG",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10091 LNCS",,,"418","427",,,"10.1007/978-3-319-50953-2_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018459576&doi=10.1007%2f978-3-319-50953-2_29&partnerID=40&md5=8f222b686144b318c1d787110b0f485f","Graduate School of Software and Information Science, Iwate Prefectural University, Takizawa, Iwate, Japan; Department of Software and Information Science, Iwate Prefectural University, Takizawa, Iwate, Japan","Kamiyama, T., Graduate School of Software and Information Science, Iwate Prefectural University, Takizawa, Iwate, Japan; Chakraborty, G., Department of Software and Information Science, Iwate Prefectural University, Takizawa, Iwate, Japan","Anomaly detection; Clustering; Fundamental period; Periodic time series","Artificial intelligence; Heuristic algorithms; Anomaly detection; Clustering; Computational costs; Fundamental period; Minimum distance; Period length; Periodic time; Real-time anomaly detections; Time series","Kamiyama, T.; Graduate School of Software and Information Science, Iwate Prefectural UniversityJapan; email: g231m006@s.iwate-pu.ac.jp",Conference Paper,"Final",,Scopus,2-s2.0-85018459576
"Dang Y., Wang B., Brant R., Zhang Z., Alqallaf M., Wu Z.","57194169077;57148752800;25654665500;56430516300;57151300100;7501414539;","Anomaly detection for data streams in large-scale distributed heterogeneous computing environments",2017,"Proceedings of the 12th International Conference on Cyber Warfare and Security, ICCWS 2017",,,,"121","130",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018961044&partnerID=40&md5=76c86fd0dcdb8e6020ec3240aa026156","Department of Computer Science and Engineering, Wright State University, United States; Department of Electrical Engineering, Wright State University, United States; Department of Information Systems, Ministry of Education, Kuwait","Dang, Y., Department of Electrical Engineering, Wright State University, United States; Wang, B., Department of Computer Science and Engineering, Wright State University, United States; Brant, R., Department of Computer Science and Engineering, Wright State University, United States; Zhang, Z., Department of Electrical Engineering, Wright State University, United States; Alqallaf, M., Department of Information Systems, Ministry of Education, Kuwait; Wu, Z., Department of Electrical Engineering, Wright State University, United States","Anomaly detection; Apache Spark; Data analytics; Distributed processing framework; Large-scale cyber system","Cluster computing; Computer crime; Data handling; Distributed computer systems; Iterative methods; Learning algorithms; Learning systems; Network security; Anomaly detection; Cyber systems; Data analytics; Distributed framework; Distributed heterogeneous computing; Distributed processing frameworks; Heterogeneous sources; Sophisticated machines; Big data",,Conference Paper,"Final",,Scopus,2-s2.0-85018961044
"Banjanovic-Mehmedovic L., Hajdarevic A., Kantardzic M., Mehmedovic F., Dzananovic I.","9335512600;57203549164;8670147400;54894822100;25645961700;","Neural network-based data-driven modelling of anomaly detection in thermal power plant",2017,"Automatika","58","1",,"69","79",,5,"10.1080/00051144.2017.1343328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052191996&doi=10.1080%2f00051144.2017.1343328&partnerID=40&md5=4d437463b3475e36d364ac0b46869460","Department of Automation and Robotics, Faculty of Electrical Engineering, University of Tuzla, Tuzla, Bosnia and Herzegovina; Ricardo Prague, Prague, Czech Republic; Speed School of Engineering, University of Louisville, Louisville, KY, United States; ABB Representation for Bosnia and Herzegovina, Tuzla, Bosnia and Herzegovina; JP Elektroprivreda BiH-Power Plant Tuzla, Tuzla, Bosnia and Herzegovina","Banjanovic-Mehmedovic, L., Department of Automation and Robotics, Faculty of Electrical Engineering, University of Tuzla, Tuzla, Bosnia and Herzegovina; Hajdarevic, A., Ricardo Prague, Prague, Czech Republic; Kantardzic, M., Speed School of Engineering, University of Louisville, Louisville, KY, United States; Mehmedovic, F., ABB Representation for Bosnia and Herzegovina, Tuzla, Bosnia and Herzegovina; Dzananovic, I., JP Elektroprivreda BiH-Power Plant Tuzla, Tuzla, Bosnia and Herzegovina","Anomaly detection; Artificial neural networks; Data-driven modelling approaches; Thermal power plant",,"Banjanovic-Mehmedovic, L.; Department of Automation and Robotics, Faculty of Electrical Engineering, University of TuzlaBosnia and Herzegovina; email: lejla.mehmedovic@untz.ba",Article,"Final",Open Access,Scopus,2-s2.0-85052191996
"Krishna Anne V.P., Rajasekhara Rao K.","55516978500;55786238400;","Standards and analysis of intrusion detection based system: A comparative study",2017,"Ponte","73","2",,"87","97",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025705991&partnerID=40&md5=e736f395e8b6ab27b1771d5b630b6798","Department of CSE, SCSVMV University, Kanchipuram, Tamil Nadu  631561, India; Department of CSE, K.L. University, Vaddeswaram, Guntur Dt, Andhra Pradesh  522502, India; Department of CSE, Usha Rama College of Engineering and Technology, On NH5, Near Gannavaram, Telaprolu, Krishna Dt, Andhra Pradesh  521109, India","Krishna Anne, V.P., Department of CSE, SCSVMV University, Kanchipuram, Tamil Nadu  631561, India, Department of CSE, K.L. University, Vaddeswaram, Guntur Dt, Andhra Pradesh  522502, India; Rajasekhara Rao, K., Department of CSE, Usha Rama College of Engineering and Technology, On NH5, Near Gannavaram, Telaprolu, Krishna Dt, Andhra Pradesh  521109, India","Artificial Neural Networks (ANNs); Denial of Service (DoS); Evolutionary Computation (EC); Host based Intrusion Detection Systems (HIDS); Intrusion Detection System (IDS); Learning Rules for Anomaly Detection (LEARD); Network based Intrusion Detection Systems (NIDS); Packet Header Anomaly Detector (PHAD); Production-Based Expert System Toolset (P-BEST); Remote to Local (R2L); User to Root (U2R)",,,Article,"Final",,Scopus,2-s2.0-85025705991
"Ong J.-B., Ng W.-K.","57195836581;56921257600;","Hybrid subspace mixture models for prediction and anomaly detection in high dimensions",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10604 LNAI",,,"326","339",,,"10.1007/978-3-319-69179-4_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033725876&doi=10.1007%2f978-3-319-69179-4_23&partnerID=40&md5=c5072c5d3865198f1fc882b08a3d061b","School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore","Ong, J.-B., School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore; Ng, W.-K., School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore","Coarse filtering; Diffusion map; Dimensionality reduction; Incremental learning; Mixture models; Model adaptation; Parameter rating","Batch data processing; Clustering algorithms; Data handling; Data mining; Data reduction; Financial data processing; Intrusion detection; Iterative methods; Maximum principle; Mixtures; Principal component analysis; Scales (weighing instruments); Vectors; Diffusion maps; Dimensionality reduction; Incremental learning; Mixture model; Model Adaptation; Big data","Ong, J.-B.; School of Computer Science and Engineering, Nanyang Technological UniversitySingapore; email: ongj0063@ntu.edu.sg",Conference Paper,"Final",,Scopus,2-s2.0-85033725876
"Almadhoun W., Alashqar A.","57190430115;57190429533;","Machines performance algorithmic modeling for anticipating machines health using real time condition monitoring data",2017,"Society of Petroleum Engineers - SPE Abu Dhabi International Petroleum Exhibition and Conference 2017","2017-January",,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044506945&partnerID=40&md5=fd394eeb0c20fa3bb17eb42f373d625b","ADMA-OPCO, United Arab Emirates","Almadhoun, W., ADMA-OPCO, United Arab Emirates; Alashqar, A., ADMA-OPCO, United Arab Emirates",,"Artificial intelligence; Digital storage; Gas turbines; Learning algorithms; Learning systems; Petroleum engineering; Repair; Turnaround time; Algorithmic approach; Bearing temperature; Condition monitoring systems; Connectivity components; Mechanical and electrical; Monitoring and control; Physical components; Real time condition monitoring; Condition monitoring",,Conference Paper,"Final",,Scopus,2-s2.0-85044506945
[No author name available],[No author id available],"12th International Conference on Wireless Algorithms, Systems, and Applications, WASA 2017",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10251 LNCS",,,"1","908",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026419107&partnerID=40&md5=5f286d6a165608a316f68000c9076c43",,"",,,,Conference Review,"Final",,Scopus,2-s2.0-85026419107
"Liu J., Beyca O.F., Rao P.K., Kong Z., Bukkapatnam S.T.S.","56829598700;36018188000;23398554100;56051308000;6701859346;","Dirichlet Process Gaussian Mixture Models for Real-Time Monitoring and Their Application to Chemical Mechanical Planarization",2017,"IEEE Transactions on Automation Science and Engineering","14","1",,"208","221",,7,"10.1109/TASE.2016.2599436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027713508&doi=10.1109%2fTASE.2016.2599436&partnerID=40&md5=08821727b423995d23b84669a67bda16","Grado Department of Industrial and Systems Engineering, Virginia Tech, Blacksburg, VA  24061, United States; Department of Industrial Engineering, Istanbul Technical University, Istanbul, 34357, Turkey; Mechanical and Materials Engineering Department, University of Nebraska-Lincoln, Lincoln, NE  68588-0526, United States; Department of Industrial and Systems Engineering, Texas A and M University, College Station, TX  77843, United States","Liu, J., Grado Department of Industrial and Systems Engineering, Virginia Tech, Blacksburg, VA  24061, United States; Beyca, O.F., Department of Industrial Engineering, Istanbul Technical University, Istanbul, 34357, Turkey; Rao, P.K., Mechanical and Materials Engineering Department, University of Nebraska-Lincoln, Lincoln, NE  68588-0526, United States; Kong, Z., Grado Department of Industrial and Systems Engineering, Virginia Tech, Blacksburg, VA  24061, United States; Bukkapatnam, S.T.S., Department of Industrial and Systems Engineering, Texas A and M University, College Station, TX  77843, United States","Chemical mechanical planarization (CMP); Dirichlet process (DP); DP Gaussian mixture (DPGM) models; fault detection; online process monitoring; recurrent hierarchical DP (RHDP) clustering","Chemical detection; Chemical mechanical polishing; Cluster analysis; Fault detection; Gaussian distribution; Process monitoring; Statistical process control; Vibrations (mechanical); Advanced manufacturing; Dirichlet process; Gaussian mixtures; Numerical simulation studies; On-line process monitoring; recurrent hierarchical DP (RHDP) clustering; Statistical process controls (SPC); Underlying distribution; Process control","Kong, Z.; Grado Department of Industrial and Systems Engineering, Virginia TechUnited States; email: zkong@vt.edu",Article,"Final",Open Access,Scopus,2-s2.0-85027713508
"Peng Y., Wu T., Wang S., Peng Z.","55342434900;55340990400;56479625600;7401790877;","Wear state identification using dynamic features of wear debris for on-line purpose",2017,"Wear","376-377",,,"1885","1891",,9,"10.1016/j.wear.2017.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020861676&doi=10.1016%2fj.wear.2017.01.012&partnerID=40&md5=b8a77c893b40f62430eb7a113470b141","Key Laboratory of Education Ministry for Modern Design and Rotor-Bearing System, School of Mechanical Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, 518060, China; School of Mechanical and Manufacturing Engineering, The University of New South Wales, Sydney, NSW  2052, Australia","Peng, Y., Key Laboratory of Education Ministry for Modern Design and Rotor-Bearing System, School of Mechanical Engineering, Xi'an Jiaotong University, Xi'an, 710049, China, College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, 518060, China; Wu, T., Key Laboratory of Education Ministry for Modern Design and Rotor-Bearing System, School of Mechanical Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; Wang, S., Key Laboratory of Education Ministry for Modern Design and Rotor-Bearing System, School of Mechanical Engineering, Xi'an Jiaotong University, Xi'an, 710049, China; Peng, Z., School of Mechanical and Manufacturing Engineering, The University of New South Wales, Sydney, NSW  2052, Australia","Dynamic features of wear particles; On-line machine condition monitoring; Wear mechanism analysis; Wear state identification","Debris; Dynamics; Monitoring; Particle size analysis; Tribology; Voltage measurement; Wear of materials; Condition based maintenance; Machine condition monitoring; On-line monitoring methods; Statistical clustering; Status identifications; Wear mechanisms; Wear particles; Wear state; Condition monitoring","Wu, T.; Key Laboratory of Education Ministry for Modern Design and Rotor-Bearing System, School of Mechanical Engineering, Xi'an Jiaotong UniversityChina; email: wt-h@163.com",Article,"Final",,Scopus,2-s2.0-85020861676
"Wang G., Zhou G., Zhao H., Mi Z.","55738712900;57209970757;55513434800;8560381100;","Fast clustering and anomaly detection technique for large-scale power data stream",2016,"Dianli Xitong Zidonghua/Automation of Electric Power Systems","40","24",,"27","33",,9,"10.7500/AEPS20160123002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007010806&doi=10.7500%2fAEPS20160123002&partnerID=40&md5=9b2bfb0c7023492555193520b5d066b4","School of Electrical & Electronic Engineering, North China Electric Power University, Baoding, 071003, China; Skill Training Center, State Grid Jibei Electric Power Company Limited, Baoding, 071051, China","Wang, G., School of Electrical & Electronic Engineering, North China Electric Power University, Baoding, 071003, China; Zhou, G., Skill Training Center, State Grid Jibei Electric Power Company Limited, Baoding, 071051, China; Zhao, H., School of Electrical & Electronic Engineering, North China Electric Power University, Baoding, 071003, China; Mi, Z., School of Electrical & Electronic Engineering, North China Electric Power University, Baoding, 071003, China","Anomaly detection; Cluster; Electricity consumption behavior; Stream computing; Streaming data","Cluster computing; Consumer behavior; Data communication systems; Data handling; Distributed computer systems; Electric power utilization; Real time systems; Signal detection; Anomaly detection; Cluster; Electricity-consumption; Stream computing; Streaming data; Clustering algorithms","Wang, G.; School of Electrical & Electronic Engineering, North China Electric Power UniversityChina; email: wang.guilan@163.com",Article,"Final",,Scopus,2-s2.0-85007010806
[No author name available],[No author id available],"Proceedings - 3rd IEEE International Conference on Data Science and Advanced Analytics, DSAA 2016",2016,"Proceedings - 3rd IEEE International Conference on Data Science and Advanced Analytics, DSAA 2016",,,,"","",843,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011270536&partnerID=40&md5=c513b4b2a03f68d57ee2089e19008e75",,"",,,,Conference Review,"Final",,Scopus,2-s2.0-85011270536
