Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Rzepka R., Araki K.","6603550196;7402551308;","What people say? Web-based casuistry for artificial morality experiments",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10414 LNAI",,,"178","187",,,"10.1007/978-3-319-63703-7_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028467326&doi=10.1007%2f978-3-319-63703-7_17&partnerID=40&md5=29ea934e93eb208ddcac3d5b0d9e8e85","Graduate School of Information Science and Technology, Hokkaido University, Kita 14 Nishi 9, Kita-ku, Sapporo, 060-0814, Japan","Rzepka, R., Graduate School of Information Science and Technology, Hokkaido University, Kita 14 Nishi 9, Kita-ku, Sapporo, 060-0814, Japan; Araki, K., Graduate School of Information Science and Technology, Hokkaido University, Kita 14 Nishi 9, Kita-ku, Sapporo, 060-0814, Japan",,"Inverse problems; Philosophical aspects; Reinforcement learning; Affect recognition; Cognitive bias; Decision-based; Human subjects; Human values; Inverse reinforcement learning; Real world situations; Web mining systems; Autonomous agents","Rzepka, R.; Graduate School of Information Science and Technology, Hokkaido University, Kita 14 Nishi 9, Kita-ku, Japan; email: rzepka@ist.hokudai.ac.jp",Conference Paper,"Final",,Scopus,2-s2.0-85028467326
"González D.S., Dibangoye J.S., Laugier C.","56382000700;25640845700;7007031683;","High-speed highway scene prediction based on driver models learned from demonstrations",2016,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",,, 7795546,"149","155",,10,"10.1109/ITSC.2016.7795546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010042392&doi=10.1109%2fITSC.2016.7795546&partnerID=40&md5=da85968a3efa84f73c5d5bcefc155c8c","INRIA Grenoble Rhone-Alpes, Montbonnot- Saint-Martin, 38330, France","González, D.S., INRIA Grenoble Rhone-Alpes, Montbonnot- Saint-Martin, 38330, France; Dibangoye, J.S., INRIA Grenoble Rhone-Alpes, Montbonnot- Saint-Martin, 38330, France; Laugier, C., INRIA Grenoble Rhone-Alpes, Montbonnot- Saint-Martin, 38330, France",,"Collision avoidance; Cost functions; Highway traffic control; Intelligent systems; Intelligent vehicle highway systems; Long Term Evolution (LTE); Markov processes; Reinforcement learning; Remotely operated vehicles; Transportation; Wireless telecommunication systems; Dynamic environments; Dynamic obstacles; Inverse reinforcement learning; Linear combinations; Markov Decision Processes; Number of vehicles; Prediction-based; Semi-autonomous vehicles; Forecasting",,Conference Paper,"Final",,Scopus,2-s2.0-85010042392
"Hwang K.-S., Chiang H.-Y., Jiang W.-C.","7402426737;57192553650;48361586500;","Adaboost-like method for inverse reinforcement learning",2016,"2016 IEEE International Conference on Fuzzy Systems, FUZZ-IEEE 2016",,, 7737926,"1922","1925",,2,"10.1109/FUZZ-IEEE.2016.7737926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006782990&doi=10.1109%2fFUZZ-IEEE.2016.7737926&partnerID=40&md5=8eb4f4357f872f0b296f65f1fd916279","Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Hwang, K.-S., Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan; Chiang, H.-Y., Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan; Jiang, W.-C., Department of Electrical Engineering, National Sun Yat-sen University, Kaohsiung, Taiwan","Adaboost classifier; Inverse reinforcement learning; Reinforcement learning; Upper confidence bounds(UCB)","Adaptive boosting; Behavioral research; Fuzzy systems; Inverse problems; Ada boost classifiers; Computation time; Intelligent behavior; Inverse reinforcement learning; Learning tasks; Reward function; Trial-and-error method; Upper confidence bound; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85006782990
"Xia C., El Kamel A.","57191588472;7003630805;","Neural inverse reinforcement learning in autonomous navigation",2016,"Robotics and Autonomous Systems","84",,,"1","14",,14,"10.1016/j.robot.2016.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991678526&doi=10.1016%2fj.robot.2016.06.003&partnerID=40&md5=e2060b765006061c8588137dc6ff5d06","Research Center CRIStAL, UMR CNRS 9189, École Centrale de Lille, Villeneuve d'Ascq, 59651, France","Xia, C., Research Center CRIStAL, UMR CNRS 9189, École Centrale de Lille, Villeneuve d'Ascq, 59651, France; El Kamel, A., Research Center CRIStAL, UMR CNRS 9189, École Centrale de Lille, Villeneuve d'Ascq, 59651, France","Autonomous navigation; Dynamic environments; Inverse reinforcement learning; Learning from demonstration; Markov decision processes; Neural network","Air navigation; Demonstrations; Intelligent robots; Markov processes; Mobile robots; Navigation; Navigation systems; Neural networks; Robotics; Robots; Stochastic systems; Autonomous navigation; Dynamic environments; Inverse reinforcement learning; Learning from demonstration; Markov Decision Processes; Reinforcement learning","Xia, C.; Research Center CRIStAL, UMR CNRS 9189, École Centrale de LilleFrance; email: chen.xia@centraliens-lille.org",Article,"Final",,Scopus,2-s2.0-84991678526
"Gu T., Dolan J.M., Lee J.-W.","56001409400;56045990600;56237914700;","Human-like planning of swerve maneuvers for autonomous vehicles",2016,"IEEE Intelligent Vehicles Symposium, Proceedings","2016-August",, 7535466,"716","721",,6,"10.1109/IVS.2016.7535466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983242921&doi=10.1109%2fIVS.2016.7535466&partnerID=40&md5=cefe5da7b3f916d65477906bac576367","Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, United States; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, United States; Research and Development, General Motors, Warren, MI, United States","Gu, T., Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, United States; Dolan, J.M., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, United States; Lee, J.-W., Research and Development, General Motors, Warren, MI, United States",,"Behavioral research; Intelligent vehicle highway systems; Reinforcement learning; Stochastic models; Stochastic systems; Autonomous Vehicles; Driving styles; Inverse reinforcement learning; Motion planners; Parameter-tuning; Sampling-based; Smooth trajectories; Stochastic nature; Vehicles",,Conference Paper,"Final",,Scopus,2-s2.0-84983242921
"Arora S., Tanner H.G.","57213211071;7007108972;","Programming by demonstration for Locally k-Testable tasks",2016,"24th Mediterranean Conference on Control and Automation, MED 2016",,, 7535995,"1146","1151",,,"10.1109/MED.2016.7535995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986183429&doi=10.1109%2fMED.2016.7535995&partnerID=40&md5=1d7b0dc34e9530f06879646585d3e99c","Department of Mechanical Engineering, University of Delaware, Newark, DE, United States","Arora, S., Department of Mechanical Engineering, University of Delaware, Newark, DE, United States; Tanner, H.G., Department of Mechanical Engineering, University of Delaware, Newark, DE, United States","grammatical inference; imitation learning; Learning by demonstration","Inverse problems; Markov processes; Natural language processing systems; Reinforcement learning; Grammatical inferences; Imitation learning; Inverse reinforcement learning; Language identification; Learning by demonstration; Markov Decision Processes; Predicate abstractions; Programming by demon-stration; Demonstrations",,Conference Paper,"Final",,Scopus,2-s2.0-84986183429
"El-Hussieny H., Assal S.F.M., Abouelsoud A.A., Megahed S.M., Ogasawara T.","20433398600;8571391800;6601958127;6701420832;7201579979;","Incremental learning of reach-to-grasp behavior: A PSO-based Inverse optimal control approach",2016,"Proceedings of the 2015 7th International Conference of Soft Computing and Pattern Recognition, SoCPaR 2015",,, 7492796,"129","135",,2,"10.1109/SOCPAR.2015.7492796","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979300847&doi=10.1109%2fSOCPAR.2015.7492796&partnerID=40&md5=81892d7cc42bf2b05c4128040dda53ae","Mechatronics and Robotics Engineering Department, School of Innovative Design Engineering, Egypt-Japan University of Science and Technology (E-JUST), Egypt; Nara Institute of Science and Technology, 8916-5, Takayama, Ikoma, Nara, 630-0192, Japan; Department of Production Engineering and Mechanical Design, Faculty of Engineering, Tanta University, Egypt; Electronics and Communications Eng. Dept., Faculty of Engineering, Cairo University, Egypt; Mechanical Design and Production Engineering Department, Faculty of Engineering, Cairo University, Egypt","El-Hussieny, H., Mechatronics and Robotics Engineering Department, School of Innovative Design Engineering, Egypt-Japan University of Science and Technology (E-JUST), Egypt, Nara Institute of Science and Technology, 8916-5, Takayama, Ikoma, Nara, 630-0192, Japan; Assal, S.F.M., Mechatronics and Robotics Engineering Department, School of Innovative Design Engineering, Egypt-Japan University of Science and Technology (E-JUST), Egypt, Department of Production Engineering and Mechanical Design, Faculty of Engineering, Tanta University, Egypt; Abouelsoud, A.A., Mechatronics and Robotics Engineering Department, School of Innovative Design Engineering, Egypt-Japan University of Science and Technology (E-JUST), Egypt, Electronics and Communications Eng. Dept., Faculty of Engineering, Cairo University, Egypt; Megahed, S.M., Mechatronics and Robotics Engineering Department, School of Innovative Design Engineering, Egypt-Japan University of Science and Technology (E-JUST), Egypt, Mechanical Design and Production Engineering Department, Faculty of Engineering, Cairo University, Egypt; Ogasawara, T., Nara Institute of Science and Technology, 8916-5, Takayama, Ikoma, Nara, 630-0192, Japan","Incremental learning; Inverse reinforcement learning; Linear Quadratic Regulator; Particle Swarm Optimization; Reach-to-grasp modeling","Computation theory; Cost functions; Costs; Evolutionary algorithms; Optimization; Particle swarm optimization (PSO); Pattern recognition; Reinforcement learning; Soft computing; Evolutionary Optimization Techniques; Incremental learning; Inverse reinforcement learning; Linear dynamic equations; Linear quadratic regulator; Neuroscience literature; Reach to grasp; Reach-to-grasp movements; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-84979300847
"Tegelund B., Son H., Lee D.","57188668395;55428430500;55645739400;","A task-oriented service personalization scheme for smart environments using reinforcement learning",2016,"2016 IEEE International Conference on Pervasive Computing and Communication Workshops, PerCom Workshops 2016",,, 7457110,"","",,4,"10.1109/PERCOMW.2016.7457110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966666615&doi=10.1109%2fPERCOMW.2016.7457110&partnerID=40&md5=baf5e68163fa278f820db16929ce294f","School of Computer Science, KAIST, Daejeon, South Korea","Tegelund, B., School of Computer Science, KAIST, Daejeon, South Korea; Son, H., School of Computer Science, KAIST, Daejeon, South Korea; Lee, D., School of Computer Science, KAIST, Daejeon, South Korea",,"Inverse problems; Optimization; Ubiquitous computing; Inverse reinforcement learning; Optimization problems; Service personalization; Smart environment; Task-oriented; User's preferences; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-84966666615
"Herman M., Gindele T., Wagner J., Schmitt F., Burgard W.","56742755300;24476503400;57191835760;57190805464;7003610380;","Inverse reinforcement learning with simultaneous estimation of rewards and dynamics",2016,"Proceedings of the 19th International Conference on Artificial Intelligence and Statistics, AISTATS 2016",,,,"102","110",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052981199&partnerID=40&md5=4e1525d964d621ec5b67c295a6b86bb0","Robert Bosch GmbH, Stuttgart, D-70442, Germany; University of Freiburg, Freiburg, D-79110, Germany","Herman, M., Robert Bosch GmbH, Stuttgart, D-70442, Germany, University of Freiburg, Freiburg, D-79110, Germany; Gindele, T., Robert Bosch GmbH, Stuttgart, D-70442, Germany; Wagner, J., Robert Bosch GmbH, Stuttgart, D-70442, Germany; Schmitt, F., Robert Bosch GmbH, Stuttgart, D-70442, Germany; Burgard, W., University of Freiburg, Freiburg, D-79110, Germany",,"Machine learning; Markov processes; Petroleum reservoir evaluation; Problem solving; Reinforcement learning; Stochastic systems; Additional samples; Combined optimization problem; Inverse reinforcement learning; Markov Decision Processes; Reward function; Simultaneous estimation; Transfer learning; Transition model; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-85052981199
"Herman M., Gindele T., Wagner J., Schmitt F., Burgard W.","56742755300;24476503400;57191835760;57190805464;7003610380;","Simultaneous estimation of rewards and dynamics from noisy expert demonstrations",2016,"ESANN 2016 - 24th European Symposium on Artificial Neural Networks",,,,"677","682",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994180781&partnerID=40&md5=38353fa4ecbdb0d2c533896ca6509b29","Robert Bosch GmbH, Stuttgart, 70442, Germany; University of Freiburg, Department of Computer Science, Freiburg, 79110, Germany","Herman, M., Robert Bosch GmbH, Stuttgart, 70442, Germany, University of Freiburg, Department of Computer Science, Freiburg, 79110, Germany; Gindele, T., Robert Bosch GmbH, Stuttgart, 70442, Germany; Wagner, J., Robert Bosch GmbH, Stuttgart, 70442, Germany; Schmitt, F., Robert Bosch GmbH, Stuttgart, 70442, Germany; Burgard, W., University of Freiburg, Department of Computer Science, Freiburg, 79110, Germany",,"Artificial intelligence; Demonstrations; Learning algorithms; Learning systems; Markov processes; Neural networks; Reinforcement learning; Stochastic systems; System theory; Gradient based; Inverse reinforcement learning; Markov Decision Processes; Reward function; Simultaneous estimation; State transitions; Stochastic policy; System Dynamics; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-84994180781
"Shiarlis K., Messias J., Whiteson S.","57193494529;55208968600;10240257400;","Inverse reinforcement learning from failure",2016,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,"1060","1068",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014246612&partnerID=40&md5=37d2f2a842952f6d75f19704e22eb23d","Informatics Institute, University of Amsterdam, Science Park 904, Amsterdam, Netherlands; Dept. of Computer Science, University of Oxford, Wolfson Building, Parks Rd, Oxford, United Kingdom","Shiarlis, K., Informatics Institute, University of Amsterdam, Science Park 904, Amsterdam, Netherlands; Messias, J., Informatics Institute, University of Amsterdam, Science Park 904, Amsterdam, Netherlands; Whiteson, S., Dept. of Computer Science, University of Oxford, Wolfson Building, Parks Rd, Oxford, United Kingdom","Inverse reinforcement learning; Learning from demonstration; Machine learning; Robotics; Social navigation","Autonomous agents; Constrained optimization; Demonstrations; Entropy; Inverse problems; Learning systems; Multi agent systems; Robotics; Robots; Complex task; Inverse reinforcement learning; Learning from demonstration; Optimisations; Reward function; Social navigation; State of the art; Trial and error; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85014246612
"Kim D., Kim D.-H., Moon I.-C.","57188761105;57198637806;56038773000;","Inverse modeling of combat behavior with virtual-constructive simulation training",2016,"Communications in Computer and Information Science","644",,,"597","606",,1,"10.1007/978-981-10-2666-9_60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988805130&doi=10.1007%2f978-981-10-2666-9_60&partnerID=40&md5=54451e46706bf69be9352cdff810a42a","Department of Industrial and Systems Engineering, KAIST, Daejeon, 305701, South Korea","Kim, D., Department of Industrial and Systems Engineering, KAIST, Daejeon, 305701, South Korea; Kim, D.-H., Department of Industrial and Systems Engineering, KAIST, Daejeon, 305701, South Korea; Moon, I.-C., Department of Industrial and Systems Engineering, KAIST, Daejeon, 305701, South Korea",,"E-learning; Inverse problems; Reinforcement learning; Combat environments; Descriptive statistics; Inverse modeling; Inverse reinforcement learning; Simple modeling; Simulation applications; Simulation training; Synthetic environments; Virtual reality","Moon, I.-C.; Department of Industrial and Systems Engineering, KAISTSouth Korea; email: icmoon@kaist.ac.kr",Conference Paper,"Final",,Scopus,2-s2.0-84988805130
"El Asri L., Piot B., Geist M., Laroche R., Pietquin O.","55767861100;55697434100;25929145100;35179791100;16040586900;","Score-based inverse reinforcement learning",2016,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,"457","465",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014225758&partnerID=40&md5=063b9b21bb00add08f128d9a5ad7b000","Orange Labs and Maluuba, Montréal, Canada; Univ. Lille, CNRS, Centrale Lille, Inria UMR 9189, CRIStAL, Lille, France; UMI 2958, Georgia Tech-CNRS, Centrale Supélec, Université Paris-Saclay, Metz, France; Orange Labs, Issy Les Moulineaux, France","El Asri, L., Orange Labs and Maluuba, Montréal, Canada; Piot, B., Univ. Lille, CNRS, Centrale Lille, Inria UMR 9189, CRIStAL, Lille, France; Geist, M., UMI 2958, Georgia Tech-CNRS, Centrale Supélec, Université Paris-Saclay, Metz, France; Laroche, R., Orange Labs, Issy Les Moulineaux, France; Pietquin, O., Univ. Lille, CNRS, Centrale Lille, Inria UMR 9189, CRIStAL, Lille, France","Inverse reinforcement learning; Learning from demonstration; Markov decision processes; Reinforcement learning; Spoken dialogue systems","Autonomous agents; Markov processes; Multi agent systems; Optimization; Speech processing; Trajectories; Inverse reinforcement learning; Learning from demonstration; Least square regression; Markov Decision Processes; Near-optimal policies; Spoken dialogue system; Standard setting; Theoretical guarantees; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85014225758
"Sexton T., Ren M.Y.","57192815712;57194968344;","Learning human search strategies from a crowdsourcing game",2016,"Proceedings of the ASME Design Engineering Technical Conference","2A-2016",,,"","",,2,"10.1115/DETC2016-59775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008234786&doi=10.1115%2fDETC2016-59775&partnerID=40&md5=c030376dfde97fc88765512bdc42c5a5","Mechanical Engineering, Arizona State University, Tempe, AZ  85287, United States","Sexton, T., Mechanical Engineering, Arizona State University, Tempe, AZ  85287, United States; Ren, M.Y., Mechanical Engineering, Arizona State University, Tempe, AZ  85287, United States",,"Computer aided design; Design; Optimal systems; Optimization; Reinforcement learning; Algorithmic parameters; Bayesian optimization; Human demonstrations; Inverse reinforcement learning; Learning capabilities; Near-optimal solutions; Optimal control solution; Simulation studies; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-85008234786
"Pirotta M., Restelli M.","49362257000;6603404086;","Inverse reinforcement learning through policy gradient minimization",2016,"30th AAAI Conference on Artificial Intelligence, AAAI 2016",,,,"1993","1999",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007188327&partnerID=40&md5=79d1e0384f7b49e1ea8c97eb87a0d253","Dipartimento di ElettronicaInformazione e Bioingegneria, Politecnico di Milano, Piazza Leonardo da Vinci, 32, Milan, I-20133, Italy","Pirotta, M., Dipartimento di ElettronicaInformazione e Bioingegneria, Politecnico di Milano, Piazza Leonardo da Vinci, 32, Milan, I-20133, Italy; Restelli, M., Dipartimento di ElettronicaInformazione e Bioingegneria, Politecnico di Milano, Piazza Leonardo da Vinci, 32, Milan, I-20133, Italy",,"Artificial intelligence; Optimization; Reinforcement learning; Empirical evaluations; Inverse reinforcement learning; Linear combinations; Linear quadratic regulator; Optimal policies; Optimization problems; Policy gradient; State of the art; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-85007188327
"Odom P., Natarajan S.","56050615500;57203254125;","Active advice seeking for inverse reinforcement learning",2016,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,"503","511",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014229219&partnerID=40&md5=c8c00a55bba7aa2336e4fee588e9494f","Indiana University, Bloomington, IN, United States","Odom, P., Indiana University, Bloomington, IN, United States; Natarajan, S., Indiana University, Bloomington, IN, United States","Active advice seeking; Advice-based learning; Inverse reinforcement learning","Artificial intelligence; Autonomous agents; Decision making; Demonstrations; Intelligent systems; Inverse problems; Learning systems; Multi agent systems; Reinforcement learning; Active advice seeking; Active Learning; Active learning systems; Advice-based learning; Human expert; Inverse reinforcement learning; Optimal decision making; Traditional systems; Learning algorithms",,Conference Paper,"Final",,Scopus,2-s2.0-85014229219
"Junges S., Katoen J.-P., Jansen N., Topcu U.","55321319200;7003679176;36646082100;23570155900;","Probabilistic verification for cognitive models: Controller synthesis and model evaluation",2016,"AAAI Fall Symposium - Technical Report","FS-16-01 - FS-16-05",,,"185","188",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025834417&partnerID=40&md5=76d1506991ee9735282b1a2802fa4cde","RWTH Aachen University, Germany; University of Texas, Austin, United States","Junges, S., RWTH Aachen University, Germany; Katoen, J.-P., RWTH Aachen University, Germany; Jansen, N., University of Texas, Austin, United States; Topcu, U., RWTH Aachen University, Germany",,"Behavioral research; Cognitive systems; Formal verification; Human robot interaction; Intelligent robots; Model checking; Reinforcement learning; Robots; Stochastic systems; Controller synthesis; Flexible framework; Inverse reinforcement learning; Parallel composition; Probabilistic model checking; Probabilistic verification; Robotics applications; Stochastic behavior; Stochastic models",,Conference Paper,"Final",,Scopus,2-s2.0-85025834417
"Hadfield-Menell D., Dragan A., Abbeel P., Russell S.","55921863400;55193779100;8269962600;7401538237;","Cooperative inverse reinforcement learning",2016,"Advances in Neural Information Processing Systems",,,,"3916","3924",,57,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018873749&partnerID=40&md5=60d0969695bd71e2eeaa97a256706d97","Electrical Engineering and Computer Science, University of California at Berkeley, Berkeley, CA  94709, United States","Hadfield-Menell, D., Electrical Engineering and Computer Science, University of California at Berkeley, Berkeley, CA  94709, United States; Dragan, A., Electrical Engineering and Computer Science, University of California at Berkeley, Berkeley, CA  94709, United States; Abbeel, P., Electrical Engineering and Computer Science, University of California at Berkeley, Berkeley, CA  94709, United States; Russell, S., Electrical Engineering and Computer Science, University of California at Berkeley, Berkeley, CA  94709, United States",,"Computer games; Reinforcement learning; Active teachings; Alignment Problems; Autonomous systems; Communicative actions; Formal definition; Inverse reinforcement learning; Partial information; Reward function; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-85018873749
"Bogert K., Lin J.F.-S., Doshi P., Kulic D.","36095803300;55891993000;23008336000;10244652900;","Expectation-maximization for inverse reinforcement learning with hidden data",2016,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,"1034","1042",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014148697&partnerID=40&md5=6492a3e2b9a3c155bd95db4381b4158a","THINC Lab., Dept. of Computer Science, University of Georgia, Athens, GA  30602, United States; Dept. of Electrical and Computer Engg., University of Waterloo, Waterloo, ON  N2L 3G1, Canada","Bogert, K., THINC Lab., Dept. of Computer Science, University of Georgia, Athens, GA  30602, United States; Lin, J.F.-S., Dept. of Electrical and Computer Engg., University of Waterloo, Waterloo, ON  N2L 3G1, Canada; Doshi, P., THINC Lab., Dept. of Computer Science, University of Georgia, Athens, GA  30602, United States; Kulic, D., Dept. of Electrical and Computer Engg., University of Waterloo, Waterloo, ON  N2L 3G1, Canada",,"Autonomous agents; Inverse problems; Maximum principle; Multi agent systems; Apprenticeship learning; Expectation - maximizations; Hidden variable; Information missing; Inverse reinforcement learning; Missing information; Missing values; Nonconvex problem; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85014148697
"Okal B., Arras K.O.","56132081300;6701603183;","Practical bayesian inverse reinforcement learning for robot navigation",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9853 LNCS",,,"271","274",,,"10.1007/978-3-319-46131-1_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988646125&doi=10.1007%2f978-3-319-46131-1_33&partnerID=40&md5=e16ec10110f86e270ec8f08b523c03e0","Social Robotics Lab, University of Freiburg, Freiburg, Germany; Bosch Corporate Research, Robert-Bosch GmbH, Renningen, Germany","Okal, B., Social Robotics Lab, University of Freiburg, Freiburg, Germany; Arras, K.O., Social Robotics Lab, University of Freiburg, Freiburg, Germany, Bosch Corporate Research, Robert-Bosch GmbH, Renningen, Germany","Inverse reinforcement learning; Representation; Robot navigation","Artificial intelligence; Behavioral research; Graphic methods; Learning systems; Navigation; Robots; Experimental evaluation; Human demonstrations; Inverse reinforcement learning; Learning behavior; Real-world task; Representation; Robot navigation; Task constraints; Reinforcement learning","Okal, B.; Social Robotics Lab, University of FreiburgGermany; email: okal@cs.uni-freiburg.de",Conference Paper,"Final",,Scopus,2-s2.0-84988646125
"Suay H.B., Brys T., Taylor M.E., Chernova S.","35106246500;55420448800;10339318000;56084330100;","Learning from demonstration for shaping through inverse reinforcement learning",2016,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,"429","437",,18,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014262693&partnerID=40&md5=037cfbf97668f842417be3e12bdcbcb7","Worcester Polytechnic Institute, United States; Vrije Universiteit, Brussel, Netherlands; Washington State University, United States; Georgia Institute of Technology, United States","Suay, H.B., Worcester Polytechnic Institute, United States; Brys, T., Vrije Universiteit, Brussel, Netherlands; Taylor, M.E., Washington State University, United States; Chernova, S., Georgia Institute of Technology, United States","Communication; Learning agent capabilities (agent models; Learning and adaptation; Observation); Reward structures for learning","Autonomous agents; Communication; Demonstrations; Intelligent agents; Inverse problems; Multi agent systems; Agent model; Asymptotic performance; Inverse reinforcement learning; Learning and adaptation; Learning from demonstration; Observation); Reinforcement learning agent; Reward structures for learning; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85014262693
"Loftin R., MacGlashan J., Peng B., Taylor M.E., Littman M.L., Roberts D.L.","55669790200;21934008200;56393762000;10339318000;7006510438;55338221500;","Towards behavior-aware model learning from human-generated trajectories",2016,"AAAI Fall Symposium - Technical Report","FS-16-01 - FS-16-05",,,"67","70",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025802345&partnerID=40&md5=346c0ecb0615a8337f1c610bc6440fa0","North Carolina State University, United States; Brown University, United States; Washington State University, United States","Loftin, R., North Carolina State University, United States; MacGlashan, J., Brown University, United States; Peng, B., Washington State University, United States; Taylor, M.E., North Carolina State University, United States; Littman, M.L., Brown University, United States; Roberts, D.L., North Carolina State University, United States",,"Behavioral research; Cognitive systems; Education; Human robot interaction; Intelligent robots; Inverse problems; Markov processes; Problem solving; Reinforcement learning; Complementary problems; Continuous State Space; Generated trajectories; Inverse reinforcement learning; Markov Decision Processes; Model representation; Policy gradient; Transition dynamics; Learning algorithms",,Conference Paper,"Final",,Scopus,2-s2.0-85025802345
"Kim B., Pineau J.","56123347300;13404973100;","Socially Adaptive Path Planning in Human Environments Using Inverse Reinforcement Learning",2016,"International Journal of Social Robotics","8","1",,"51","66",,47,"10.1007/s12369-015-0310-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957605937&doi=10.1007%2fs12369-015-0310-2&partnerID=40&md5=a22e71d3d9cf72bc78001d0e0625f50c","School of Computer Science, McGill University, 3480 University, Montreal, Canada","Kim, B., School of Computer Science, McGill University, 3480 University, Montreal, Canada; Pineau, J., School of Computer Science, McGill University, 3480 University, Montreal, Canada","Inverse reinforcement learning; Learning from demonstration; Navigation; Obstacle avoidance; RGB-D optical flow","Adaptive optics; Collision avoidance; Cost functions; Extraction; Feature extraction; Graph theory; Motion planning; Navigation; Robots; Trajectories; Adaptive path planning; Dynamic environments; Inverse reinforcement learning; Learning from demonstration; Performance criterion; Robotic wheelchairs; Surrounding obstacles; Threelayer architecture; Reinforcement learning","Kim, B.; School of Computer Science, McGill University, 3480 University, Canada; email: beomjoon.kim0@gmail.com",Article,"Final",,Scopus,2-s2.0-84957605937
"Sadigh D., Sastry S., Seshia S.A., Dragan A.D.","55052871500;56111601700;56434045800;55193779100;","Planning for autonomous cars that leverage effects on human actions",2016,"Robotics: Science and Systems","12",,,"","",,71,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041945463&partnerID=40&md5=b96312420b8f99d534323c7ac22e0bb0","University of California, Berkeley, United States","Sadigh, D., University of California, Berkeley, United States; Sastry, S., University of California, Berkeley, United States; Seshia, S.A., University of California, Berkeley, United States; Dragan, A.D., University of California, Berkeley, United States",,"Dynamical systems; Inverse problems; Reinforcement learning; Robot programming; Robotics; Autonomous car; Human actions; Human drivers; Inverse reinforcement learning; Leverage effects; Reward function; Robot plan; User study; Human robot interaction",,Conference Paper,"Final",,Scopus,2-s2.0-85041945463
